carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz E 63 AMG S 4MATIC+ T-Modell Widescreen*HUD*Stand,79.849 € (Brutto),55.214 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,-1,12/2018,5,4/5,Euro6d-TEMP,Kombi,1,Unfallfrei
Mercedes-Benz EQC 400 4M Service+ KEYLESS-GO*Distronic*RDK,81.979 € (Brutto),6.000 km,-1,300 kW (408 PS),Elektro,Automatik,-1,09/2020,5,4/5,-1,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz G 63 AMG *DESIGNO-EXCLUSIV*COMAND*H/K*KAMERA*DAB,76.980 €,47.822 km,5.461 cm³,400 kW (544 PS),Benzin,Automatik,-1,09/2014,5,4/5,-1,SUV / Geländewagen / Pickup,-1,-1
"Mercedes-Benz G 350 d*SPORT-PAKET*COMAND*H/K*19""LM*1-HAND*DAB*",77.980 €,34.878 km,2.987 cm³,180 kW (245 PS),Diesel,Automatik,-1,04/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz S 450 Coupe 4Matic*AMG-LINE*BURMESTER*PANO*1-HD*,76.980 € (Brutto),19.952 km,2.996 cm³,270 kW (367 PS),Benzin,Automatik,-1,10/2018,4,2/3,Euro6,Sportwagen / Coupé,1,-1
Mercedes-Benz C 63 S AMG*AERODYNAMIK*DRIVERS-PACK*BURMESTER*,75.980 €,9.659 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,05/2019,4,2/3,Euro6,Sportwagen / Coupé,1,-1
Mercedes-Benz SL 63 AMG Sammlerstück wenig Kilometer,79.900 €,9.725 km,6.208 cm³,386 kW (525 PS),Benzin,Automatik,-1,09/2009,2,2/3,Euro4,Cabrio / Roadster,1,Unfallfrei
Mercedes-Benz GLE 300 d 4M AMG Sport Navi LED Distr Pano AHK S,76.629 € (Brutto),2.804 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6d-TEMP,"SUV / Geländewagen / Pickup, Jahreswagen",1,Unfallfrei
"Mercedes-Benz GLE 63 S Vollausst AMG Paket, Pano, Night Paket",79.500 € (Brutto),59.634 km,5.461 cm³,430 kW (585 PS),Benzin,Automatik,-1,01/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz SL 500 AMG Line COMAND/DISTRON/TW/SPUR/GLASDACH,84.995 € (Brutto),28.300 km,4.663 cm³,335 kW (455 PS),"Benzin, E10-geeignet",Automatik,-1,03/2018,2,2/3,Euro6,Cabrio / Roadster,2,Unfallfrei
"Mercedes-Benz GLE 350 d Coupe 2x AMG/Pano/22""/Airmatic/Leder",81.900 € (Brutto),8.500 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz G 350 d *Vollausstattung/Sensationeller Zustand*,85.000 € (Brutto),45.888 km,2.987 cm³,180 kW (245 PS),Diesel,Automatik,-1,09/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
"Mercedes-Benz SL 63 AMG Fahrassist. Pano Burmester 20"" Perform",84.990 €,49.079 km,5.461 cm³,430 kW (585 PS),Benzin,Automatik,-1,06/2015,2,2/3,Euro6,Cabrio / Roadster,2,Unfallfrei
Mercedes-Benz G 320 CDI Cabrio*MB SH gepflegt*Standheizung*Nav,79.890 €,106.325 km,2.987 cm³,165 kW (224 PS),Diesel,Automatik,-1,03/2008,4,2/3,Euro4,Cabrio / Roadster,-1,Unfallfrei
"Mercedes-Benz SL 65 AMG Designo Leder Classic Data Note ""2+""",82.900 € (Brutto),25.558 km,5.980 cm³,450 kW (612 PS),Benzin,Automatik,-1,06/2007,2,2/3,Euro4,Cabrio / Roadster,2,Unfallfrei
Mercedes-Benz C 63 S AMG FACELIFT! | DESIGNO | BURMESTER,76.900 €,16.000 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,2019,03/2019,4,2/3,Euro6d-TEMP,Cabrio / Roadster,-1,-1
Mercedes-Benz S 400d*Lang*4Matic*AMG*3xTV*360°HUD*NACHT-S*LED*,79.990 € (Brutto),29.653 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,03/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz E 400 d T 4M AMG *Mopf*+Night+MBUX+360°+LED+Pano,76.722 € (Brutto),4.046 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,09/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz V 300 d EXCLUSIVE EDITION Lang Pano-Dach AHK-2,5",78.273 € (Brutto),6.000 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,-1,11/2020,7,4/5,Euro6d-TEMP,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 400 d T 4M AMG *Mopf*+Night+MBUX+360+LED+Airma,79.708 € (Brutto),6.537 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,09/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 300 d 4MATIC AVANTGARDE EDITION Lang,79.914 € (Brutto),3.000 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,-1,11/2020,6,4/5,Euro6d-TEMP,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 300 d 4M AMG MBUX+360°+LED+SDHZ+AHK+Distroni,82.068 € (Brutto),4.000 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,11/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 400 d 4MATIC AMG-Line Distronic/AHK/Schiebed,83.977 € (Brutto),10.210 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,03/2020,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG Night+MBUX+360°+M-LED+Pano+AHK,78.496 € (Brutto),8.000 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,-1,09/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 de 4M AMG MBUX+360°+M-LED+Pano+AHK+Distr,76.724 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 de 4M AMG MBUX+360°+M-LED+Pano+AHK+Distr,76.724 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 63 AMG S 4M B&O Driversp Perf-Abgas Fondent,77.853 € (Brutto),33.804 km,5.461 cm³,430 kW (585 PS),"Benzin, E10-geeignet",Automatik,-1,08/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz S 450 4M Lang AMG EXKLUSIV FahrAssPaket Pano 23P,83.700 € (Brutto),1.344 km,2.999 cm³,270 kW (367 PS),"Benzin, E10-geeignet",Automatik,-1,05/2020,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz E 63 S AMG 4M/Drivers Package/HUD/Night-Pak./GSD,75.900 €,39.900 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,-1,08/2017,5,4/5,Euro6,Limousine,-1,-1
"Mercedes-Benz S 350 d, AMG, LED, Memory, 4x Sitzklima, Distron",79.481 € (Brutto),16.580 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,03/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz T-Modell E 63 AMG S 4Matic*PANO*360*NIGHT*MEMORY,84.900 € (Brutto),14.600 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,-1,04/2019,5,4/5,Euro6d-TEMP,Kombi,1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG Night Widescr Burm Airmatic AHK,79.863 € (Brutto),2.301 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,2019,11/2019,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz GLE 400 d 4MATIC Coupé AMG+Burmester+Fahrassist.,84.890 € (Brutto),3.000 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,11/2020,5,4/5,Euro6d,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 300 4Matic Marco Polo 9GT+COM+LED+Distr.,84.110 € (Brutto),9.997 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,-1,03/2020,4,4/5,Euro6d-TEMP,"Van / Minibus, Jahreswagen",1,Unfallfrei
Mercedes-Benz EQC 400 4M AMG+AHK+MULTIBEAM+DAB+MBUX+20''+KAMER,79.989 € (Brutto),4.444 km,-1,300 kW (408 PS),Elektro,Automatik,-1,12/2020,5,4/5,Euro6d-TEMP,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 43 4M Coupé AHK+MULTIB+DISTR+360°+MBUX+BURM+,82.289 € (Brutto),4.000 km,2.996 cm³,287 kW (390 PS),Benzin,Automatik,-1,12/2020,5,4/5,Euro6d-TEMP,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz S 560 e lang AMG line Airmatic/Multikonturs/-kli,81.700 € (Brutto),24.240 km,2.996 cm³,270 kW (367 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,10/2019,5,4/5,Euro6d-TEMP,"Limousine, Vorführfahrzeug",1,-1
Mercedes-Benz S 560 e lang AMG Line Multikonturs./P.dach/Memor,83.977 € (Brutto),16.073 km,2.996 cm³,270 kW (367 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,10/2019,5,4/5,Euro6d-TEMP,"Limousine, Vorführfahrzeug",1,-1
Mercedes-Benz Mercedes Benz S63 AMG Coupé Designo Swarov...,80.200 €,85.000 km,-1,430 kW (585 PS),Benzin,Automatik,-1,01/2016,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz GLE 400 d 4M AMG Sportpaket Night-Paket Memory,78.971 € (Brutto),17.101 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,11/2019,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz GLE 400 d 4M AMG Sportpaket Panoramadach,77.945 € (Brutto),30.772 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,02/2020,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz E 63 AMG S 4M Sportpaket Panoramadach COMAND ILS,77.945 € (Brutto),31.660 km,3.982 cm³,450 kW (612 PS),"Benzin, E10-geeignet",Automatik,-1,12/2018,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz GLE 350 de Cp. 4M AMG WideScreen 360° Pano AHK,82.800 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 de AMG WideScreen 360° Pano Multibeam,80.634 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 de AMG WideScreen 360° Pano Multibeam,80.634 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 350 de Cp. 4M AMG WideScreen 360° Pano AHK,82.800 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 de AMG WideScreen 360° Pano Multibeam,80.634 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 de AMG WideScreen 360° Pano Multibeam,80.634 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 de 4M AMG WideScreen 360° Multibeam Distr,80.896 € (Brutto),8.500 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 e AMG WideScreen 360° Pano Burmester LED,77.326 € (Brutto),8.500 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), E10-geeignet, Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6d,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 e Cp. 4M AMG 360° Rekup. Bremsyst. SHD,76.130 € (Brutto),8.500 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), E10-geeignet, Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6d,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 350 de 4M AMG WideScreen 360° Pano,83.900 € (Brutto),8.500 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 350 d 4M 9G-AMG Li. Burmester Voll NP 98500,79.900 €,8.700 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,-1,06/2020,5,4/5,Euro6d-TEMP,"SUV / Geländewagen / Pickup, Jahreswagen",1,Unfallfrei
Mercedes-Benz S 400 d L 4Matic*S63 AMG*BURMESTER*LED*Pano*360°,82.900 €,62.650 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,07/2018,5,4/5,Euro6,Limousine,2,Unfallfrei
Mercedes-Benz AMG GT 43 AMG 4M+ /20''/Distronic/360°K/,84.993 € (Brutto),17.527 km,2.999 cm³,270 kW (367 PS),Benzin,Automatik,-1,07/2019,4,4/5,Euro6d-TEMP,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz S400 d 4MATIC L /TOPAUSSTATTUNG,76.500 € (Brutto),15.000 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,06/2020,5,4/5,Euro6d-TEMP,Limousine,-1,-1
Mercedes-Benz V 300 d Lang AVANTGARDE EDITION Dist 4x4 AMG MBU,75.811 € (Brutto),3.000 km,-1,176 kW (239 PS),Diesel,Automatik,-1,10/2020,8,4/5,Euro6d-TEMP,Van / Minibus,1,-1
Mercedes-Benz E 63 S AMG 4MATIC+ *PERF-SITZ*KERAMIK*MEGA-VOLL*,76.480 €,24.300 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,2017,03/2017,5,4/5,-1,Limousine,1,Unfallfrei
"Mercedes-Benz T AMG E63S 4Matic+ AHK,Navi, Pano,Multibeam,360°",84.800 € (Brutto),43.800 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,2019,01/2019,5,4/5,Euro6d-TEMP,Kombi,-1,-1
Mercedes-Benz S 63 AMG 4M L3XTV Night Driver's Package 1-Hand,77.445 € (Brutto),97.400 km,5.461 cm³,430 kW (585 PS),Benzin,Automatik,-1,05/2017,5,4/5,Euro6,Limousine,1,-1
Mercedes-Benz G 350d DESIGNO AMG-SPORTPAKET KAMERA DISTRONIC,77.900 €,63.000 km,2.987 cm³,180 kW (245 PS),Diesel,Automatik,-1,06/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz E 300 de T-Modell AMG+Burmester+Fahrassist.,75.899 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,-1,"Kombi, Jahreswagen",1,Unfallfrei
Mercedes-Benz G -Modell Station G 350d/Soundsystem/GARANTIE,79.990 €,49.990 km,2.987 cm³,180 kW (245 PS),Diesel,Automatik,-1,01/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz S 63 AMG Lang 4Matic L*Panorama*Entertainment*Bu,79.900 €,53.830 km,5.461 cm³,430 kW (585 PS),Benzin,Automatik,-1,07/2014,5,4/5,Euro6,Limousine,1,-1
Mercedes-Benz S 560 4M LANG AMG*23P Fahra*FondEnter*Pano*Massa,81.750 € (Brutto),35.489 km,3.982 cm³,345 kW (469 PS),Benzin,Automatik,-1,02/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz S 560 4M LANG AMG*23P Fahra*FondEnter*Pano*Massa,81.750 € (Brutto),35.489 km,3.982 cm³,345 kW (469 PS),Benzin,Automatik,-1,02/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz S 400 d 4M AMG Sitzklima Chauffeur Fond-tv HUD,76.658 € (Brutto),30.600 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,05/2020,5,4/5,Euro6d-TEMP,Limousine,-1,Unfallfrei
Mercedes-Benz E 63 AMG S 4M T Sitzklima Designo Drivers P. HUD,81.997 € (Brutto),25.500 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,-1,06/2019,5,4/5,Euro6,Kombi,3,Unfallfrei
Mercedes-Benz E 63 AMG S 4M+ T Performance/Comand/Wide/Burm/20,79.880 € (Brutto),25.700 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,-1,05/2018,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz E 300 de T-Modell AMG+Burmester+Fahrassist.,75.657 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,-1,"Kombi, Jahreswagen",1,Unfallfrei
Mercedes-Benz E 63 AMG S 4M+ Fahrass.Drivers.Wide.COM.Night.St,78.981 € (Brutto),42.439 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,-1,11/2018,5,4/5,Euro6,Limousine,1,-1
Mercedes-Benz GLC 63 S AMG 4M Sitzklima+Drivers P.+Burmester,79.899 € (Brutto),29.084 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,11/2018,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz E 300 de AMG WideScreen 360° Pano Multibeam,80.634 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz EQC 400 4MATIC AMG Multibeam Navi Premium Distr.,78.903 € (Brutto),3.000 km,-1,300 kW (408 PS),Elektro,Automatik,-1,12/2020,-1,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG WideScreen 360° Pano Multibeam,77.300 € (Brutto),3.000 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,-1,12/2020,-1,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG WideScreen 360° Pano Multibeam,77.300 € (Brutto),8.500 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,-1,12/2020,-1,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 400 d 4M AMG Line/Pano/Multibeam/AHK/Distr.,84.750 € (Brutto),11.718 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,2019,01/2020,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz C 63 S AMG Coupe *KERAMIK*AERODYNAMIK*PANO*VOLL*,77.690 € (Brutto),40.900 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,08/2019,4,2/3,Euro6d,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz S 63 AMG 4M Lang ++COMAND+HUP+PANO+MEMORY+VOLL++,76.900 €,62.000 km,5.461 cm³,430 kW (585 PS),"Benzin, E10-geeignet",Automatik,-1,04/2016,5,4/5,Euro6,Limousine,2,Unfallfrei
Mercedes-Benz GLC 63 S AMG 4M COM+Pano+Burm+DrivP+AHK+Dstr+360,80.515 € (Brutto),32.407 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,11/2018,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz GLC 300 de 4M AMG NIGHT +AHK+PANO+BURMESTER+MBUX,76.324 € (Brutto),9.999 km,1.950 cm³,143 kW (194 PS),"Diesel, Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,-1,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 T de AVANTGARDE HYBRID + AHK + SD + KAMERA,76.324 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Diesel, Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,-1,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 T de 4M AMG HYBRID NIGHT+AHK+BURMESTER+DTP,76.324 € (Brutto),5.000 km,1.950 cm³,143 kW (194 PS),"Diesel, Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,-1,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 63 AMG BRABUS 650 PS +COMAND+PANO. DACH+KAMERA,78.740 € (Brutto),40.406 km,3.982 cm³,478 kW (650 PS),Benzin,Automatik,-1,06/2018,4,2/3,Euro6,Sportwagen / Coupé,1,-1
Mercedes-Benz E 300 T de AVANTGARDE HYBRID + AHK + SD + KAMERA,76.324 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Diesel, Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,-1,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 T de 4M AMG HYBRID NIGHT+AHK+BURMESTER+DTP,76.324 € (Brutto),5.000 km,1.950 cm³,143 kW (194 PS),"Diesel, Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,-1,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 63 AMG BRABUS 650 PS +COMAND+PANO. DACH+KAMERA,78.740 € (Brutto),40.406 km,3.982 cm³,478 kW (650 PS),Benzin,Automatik,-1,06/2018,4,2/3,Euro6,Sportwagen / Coupé,1,-1
Mercedes-Benz SL 400 AMG Ambiente Kamera KeyGo Comand DAB,76.427 € (Brutto),13.526 km,2.996 cm³,270 kW (367 PS),"Benzin, E10-geeignet",Automatik,2019,11/2019,2,2/3,Euro6d-TEMP,"Cabrio / Roadster, Jahreswagen",1,Unfallfrei
Mercedes-Benz E 400 d 4M Coupé AMG DISTRONIC MULTIBEAM KEYLESS,77.179 € (Brutto),4.444 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,12/2020,4,2/3,Euro6d-TEMP,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
