carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz GLC 300 d 4M Coupé AMG MBUX+360°+LED+ESHD+DAB+19,56.821 € (Brutto),12.366 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,06/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 d 4M AMG Night+MBUX+360+Multibe+Pano+AHK,60.999 € (Brutto),8.644 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,06/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 43 AMG T 4M Night+Comand+RüKam+LED+Pano+Fahras,58.760 € (Brutto),15.349 km,2.996 cm³,287 kW (390 PS),Benzin,Automatik,-1,05/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 4M AMG Night+MBUX+360°+Multibea+Pano+AHK,59.960 € (Brutto),14.395 km,1.991 cm³,190 kW (258 PS),Benzin,Automatik,-1,04/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 45 AMG 4Matic *Night*Pano*Wide*Ambiente*RFK*,60.475 € (Brutto),5.198 km,1.991 cm³,285 kW (387 PS),Benzin,Automatik,-1,03/2020,5,4/5,Euro6d,"Sportwagen / Coupé, Jahreswagen",1,Unfallfrei
Mercedes-Benz CLA 45 AMG 4Matic *Night*Pano*Wide*Ambiente*RFK*,61.500 € (Brutto),1.600 km,1.991 cm³,285 kW (387 PS),Benzin,Automatik,-1,03/2020,5,4/5,-1,"Sportwagen / Coupé, Jahreswagen",1,Unfallfrei
Mercedes-Benz CLA 45 AMG 4Matic *Night*Pano*Wide*Ambiente*RFK*,60.475 € (Brutto),6.446 km,1.991 cm³,285 kW (387 PS),Benzin,Automatik,-1,03/2020,5,4/5,Euro6d,"Sportwagen / Coupé, Jahreswagen",1,Unfallfrei
Mercedes-Benz CLA 45 AMG 4Matic *Night*Pano*Wide*Ambiente*RFK*,61.398 € (Brutto),1.955 km,1.991 cm³,285 kW (387 PS),Benzin,Automatik,-1,03/2020,5,4/5,Euro6d,"Sportwagen / Coupé, Jahreswagen",1,Unfallfrei
Mercedes-Benz CLA 45 AMG 4Matic *Night*Pano*Wide*Ambiente*RFK*,58.423 € (Brutto),17.000 km,1.991 cm³,285 kW (387 PS),Benzin,Automatik,-1,03/2020,5,4/5,Euro6d-TEMP,"Sportwagen / Coupé, Jahreswagen",1,Unfallfrei
Mercedes-Benz CLA 45 AMG 4Matic *Night*Pano*Wide*Ambiente*RFK*,60.475 € (Brutto),8.500 km,1.991 cm³,285 kW (387 PS),Benzin,Automatik,-1,03/2020,5,4/5,Euro6d-TEMP,"Sportwagen / Coupé, Jahreswagen",1,Unfallfrei
Mercedes-Benz CLA 45 AMG 4Matic *Night*Pano*Wide*Ambiente*RFK*,60.475 € (Brutto),8.200 km,1.991 cm³,285 kW (387 PS),Benzin,Automatik,-1,03/2020,5,4/5,Euro6,"Sportwagen / Coupé, Jahreswagen",1,-1
Mercedes-Benz A45 S AMG 4Matic*Pano*Night*Wide*Burm*Ambi*RFK*,60.475 € (Brutto),22.000 km,1.991 cm³,310 kW (421 PS),Benzin,Automatik,-1,03/2020,5,4/5,Euro6d,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz C 63 S AMG *PANO*360°KAMERA*NIGHT,58.500 €,22.500 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,06/2018,5,4/5,Euro6,Limousine,-1,Unfallfrei
Mercedes-Benz C 43 AMG 4M Cabrio Comand LED Park-Paket 360°,55.966 € (Brutto),21.650 km,2.996 cm³,287 kW (390 PS),Benzin,Automatik,-1,01/2020,4,2/3,Euro6d-TEMP,"Cabrio / Roadster, Jahreswagen",1,Unfallfrei
"Mercedes-Benz C 300 de T AMG Night+Comand+RüKam+M-LED+Pano+18""",55.452 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,11/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 e 4M AMG Night+MBUX+360°+M-LED+Pano+AHK,61.128 € (Brutto),8.000 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 300 d 4MATIC EDITION Lang Comand Zusatzheizung,57.440 € (Brutto),12.882 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,-1,12/2019,6,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz V 250 d 4MATIC EDITION Lang Panoramadach Distro,56.240 € (Brutto),21.188 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,10/2019,6,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz V 250 d 4MATIC EDITION Lang Panoramadach Comand,57.130 € (Brutto),12.715 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,12/2019,8,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz E 220 d AVANTGARDE MBUX+360°+M-LED+Pano+Burmeste,55.765 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,09/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 d 4MATIC AMG-Line Distronic/Panodach/LED,61.900 € (Brutto),7.331 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,08/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 300 d T 4M AMG Comand+360°+LED+Pano+Fahrassist,57.735 € (Brutto),8.000 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 220 d 4M Coupé AMG Night+MBUX+360+M-LED+ESHD,57.493 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,10/2020,5,4/5,Euro6d,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 220 d 4M Coupé AMG Night+MBUX+360+M-LED+ESHD,57.493 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,10/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 300 d T 4M AMG Comand+RüKam+M-LED+Pano+Memory,55.835 € (Brutto),8.000 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,10/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 d 4M AMG MBUX+360°+M-LED+Pano+AHK+HUD+19,59.695 € (Brutto),8.316 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz E 300 Coupé AMG COMAND+360°+LED+Pano+Distro+20""",61.959 € (Brutto),8.130 km,1.991 cm³,190 kW (258 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,4,2/3,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 300 de T AMG Night+Comand+RüKam+M-LED+AHK+Totw,55.899 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 63 AMG S 4m Coupé PanoDach/360°/DriversPack.,60.860 €,87.980 km,5.461 cm³,430 kW (585 PS),Benzin,Automatik,-1,05/2016,5,4/5,Euro6,Sportwagen / Coupé,2,-1
Mercedes-Benz GLC 300 d 4M AMG Night+MBUX+360°+Pano+NP:73.800,56.760 € (Brutto),12.429 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,59.499 € (Brutto),18.613 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,01/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,59.499 € (Brutto),14.713 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,03/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,60.571 € (Brutto),22.420 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,08/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,59.499 € (Brutto),11.947 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,06/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,59.499 € (Brutto),14.900 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,06/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,59.499 € (Brutto),25.189 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,04/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,59.499 € (Brutto),22.450 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,03/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,59.499 € (Brutto),13.998 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,02/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,61.761 € (Brutto),12.302 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,02/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,61.761 € (Brutto),17.959 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,02/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,59.499 € (Brutto),16.748 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,02/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz S 350 d lang Chauffeur-Paket Multibeam Panorama,60.571 € (Brutto),19.559 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,01/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz A 45 AMG S 4M DriversPackage/TrackPace/Burmester,59.750 € (Brutto),1.718 km,1.991 cm³,310 kW (421 PS),Benzin,Automatik,-1,08/2020,5,4/5,Euro6d,Limousine,1,Unfallfrei
Mercedes-Benz C 43 AMG T 4M High-End Ass.Pano.volldigi.Displ.,57.438 € (Brutto),3.343 km,2.996 cm³,287 kW (390 PS),"Benzin, E10-geeignet",Automatik,-1,06/2020,5,4/5,Euro6d-TEMP,Kombi,1,Unfallfrei
Mercedes-Benz Marco Polo 250 d 4MATIC Distr. ILS LED AHK Navi,61.490 € (Brutto),18.863 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,07/2020,4,4/5,Euro6d-TEMP,Van / Minibus,1,-1
Mercedes-Benz Marco Polo 250 d 4MATIC Distr. ILS LED AHK Navi,61.490 € (Brutto),16.470 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,07/2020,4,4/5,Euro6d-TEMP,Van / Minibus,1,-1
Mercedes-Benz E 300 de AMG+MULTIBEAM-LED+Sound+COMAND+HUD+...,55.293 € (Brutto),16.500 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,02/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 43 AMG Cp. 4M 360° Airmat Pano Harman Distr,60.413 € (Brutto),24.134 km,2.996 cm³,287 kW (390 PS),"Benzin, E10-geeignet",Automatik,-1,01/2019,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,2,Unfallfrei
Mercedes-Benz E 53 AMG 4M+ Cp. Fahrass.Wide.Pano.Multi.COM.Bur,59.990 €,35.658 km,2.999 cm³,320 kW (435 PS),"Benzin, E10-geeignet",Automatik,-1,09/2018,4,2/3,Euro6d-TEMP,Sportwagen / Coupé,2,Unfallfrei
Mercedes-Benz S 500 AMG 4Matic Designo Porzellan,59.999 €,132.000 km,4.663 cm³,335 kW (455 PS),Benzin,Automatik,-1,08/2017,4,2/3,Euro6,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz V 220 Marco Polo mit Küche => ab 1.1. + 1.400€,55.558 € (Brutto),13.000 km,2.143 cm³,120 kW (163 PS),Diesel,Automatik,-1,03/2020,4,-1,Euro6,Van / Minibus,1,Unfallfrei
Mercedes-Benz E 350 Coupe AMG Line Night 360° Spur+Totw Multib,55.899 € (Brutto),14.500 km,1.991 cm³,230 kW (313 PS),Benzin,Automatik,-1,03/2020,4,2/3,Euro6d-TEMP,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz CLS 400 d 4M AMG,Night,Distr.,360°,Wide,HUD,Burm",57.314 € (Brutto),30.995 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,08/2019,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz V 300 d Avantgarde extralang Fahrassist.+PDC,56.900 € (Brutto),3.000 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,2020,10/2020,7,4/5,Euro6d-TEMP,"Van / Minibus, Vorführfahrzeug",1,-1
Mercedes-Benz E 400 d T 4M AMG line Burmester/P.dach/AHK/Stand,57.450 € (Brutto),27.981 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,10/2019,5,4/5,Euro6d-TEMP,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz Mercedes Benz E53 4M+ AMG,60.000 €,47.000 km,-1,335 kW (455 PS),Benzin,Automatik,-1,06/2019,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz E 300 T de Avantgarde Multibeam AHK Distronic,57.680 € (Brutto),11.500 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,08/2020,5,4/5,Euro6d-TEMP,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C63 AMG Edition 507 Coupe Matt Grau Design...,59.000 €,66.000 km,-1,373 kW (507 PS),Benzin,Automatik,-1,10/2013,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz E 53 AMG 4M+ Night+Comand+360°+M-LED+NP:103900,60.549 € (Brutto),22.720 km,2.999 cm³,320 kW (435 PS),Benzin,Automatik,-1,10/2019,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 400 4M AMG Sportpaket Panoramadach COMAND,55.273 € (Brutto),37.617 km,2.996 cm³,245 kW (333 PS),"Benzin, E10-geeignet",Automatik,-1,03/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz GLC 300 e Cp. 4M AMG 360° Multibeam SHD SpurPak,58.600 € (Brutto),3.000 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), E10-geeignet, Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6d,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 e AMG WideScreen 360° Multibeam Burmester,57.500 € (Brutto),8.500 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), E10-geeignet, Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6d,"Limousine, Vorführfahrzeug",1,Unfallfrei
