carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz GLC 300 de Coupe 4M AMG Night+MBUX+RüKam+LED+AHK,68.261 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 250 Marco Polo 250 d 4MATIC HORIZON,69.759 € (Brutto),5.000 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,10/2020,6,4/5,Euro6d-TEMP,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 de T 4M AMG Night+MBUX+RüKam+LED+Pano+AHK,73.851 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz AMG GT S Paktronik/PanoDach/COMAND/Sitzhzg/LED/,74.690 €,63.660 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,03/2015,2,2/3,Euro6,Sportwagen / Coupé,2,Unfallfrei
Mercedes-Benz S 350 d lang AMG Chauffeur Liegesitz Leder Nappa,69.972 € (Brutto),10.640 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,04/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
"Mercedes-Benz V 300 AVE/L *LED*AHK2,5t*AMG-Line*Distronic*",70.984 € (Brutto),8.296 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,-1,08/2020,7,4/5,Euro6d-TEMP,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz V 300 d 4M AVANTGARDE EDITION Lang AMG Line/Navi,68.754 € (Brutto),3.100 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,2020,09/2020,7,4/5,Euro6d-TEMP,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG Airmatic Pamo MBEAM Trittbr AHK,72.477 € (Brutto),17.101 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,2019,11/2019,5,4/5,Euro6d-TEMP,"SUV / Geländewagen / Pickup, Jahreswagen",1,-1
Mercedes-Benz GLE 350d 4M AMG Night Pano Airm. Burm 22'' AHK,73.708 € (Brutto),7.405 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,2019,10/2019,5,4/5,Euro6d-TEMP,"SUV / Geländewagen / Pickup, Jahreswagen",1,Unfallfrei
Mercedes-Benz V 250 4Matic Marco Polo 9GT+Klima+LED,69.748 € (Brutto),11.500 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,12/2019,4,4/5,-1,"Van / Minibus, Jahreswagen",1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG Line Panorama Multibeam 360°K,74.990 € (Brutto),5.500 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,-1,11/2020,5,4/5,Euro6d-TEMP,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz Mercedes AMG G63 Original 544 PS w463,68.900 €,108.000 km,-1,400 kW (544 PS),Benzin,Automatik,-1,01/2014,-1,-1,-1,SUV / Geländewagen / Pickup,-1,-1
Mercedes-Benz C 63 S AMG Coupé Edition 1*SCHALE*KERAMIK*KAMERA,69.999 €,32.000 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,02/2017,4,2/3,Euro6,Sportwagen / Coupé,2,Unfallfrei
Mercedes-Benz GLE 350 de Cp. 4M AMG WideScreen 360° Pano,72.500 € (Brutto),8.500 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 350 de Cp. 4M AMG WideScreen 360° Pano,72.500 € (Brutto),8.500 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 e Cp. 4M AMG 360° Rekup. Bremsyst. SHD,74.211 € (Brutto),8.500 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), E10-geeignet, Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6d,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 300 d kompakt 4Matic 9G-TRONIC Avantgarde 2020,73.000 €,700 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,-1,11/2020,6,4/5,Euro6d-TEMP,Van / Minibus,2,Unfallfrei
Mercedes-Benz Mercedes-AMG GLC 43 4M PerfAbgas/Comand/Pano/AHK,72.900 € (Brutto),21.100 km,2.996 cm³,287 kW (390 PS),Benzin,Automatik,2020,05/2020,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,2,Unfallfrei
"Mercedes-Benz AMG CLS 53 4MATIC+ Head-Up, Standheiz, Multibeam",69.900 € (Brutto),38.000 km,2.999 cm³,320 kW (435 PS),Benzin,Automatik,-1,03/2019,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,-1,-1
Mercedes-Benz V 300 d Lang AVANTGARDE EDITION 4x4 Pano AMG MBU,71.698 € (Brutto),8.000 km,-1,176 kW (239 PS),Diesel,Automatik,-1,04/2020,7,4/5,Euro6d-TEMP,Van / Minibus,1,-1
Mercedes-Benz V 300 d Lang AVANTGARDE EDITION 4x4 Dist AMG SHD,68.620 € (Brutto),9.039 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,-1,11/2019,7,4/5,Euro6d-TEMP,Van / Minibus,1,-1
Mercedes-Benz GLE 63S*2.HAND*PANORAMA*AMG DRIVERS PACKAGE*,69.950 €,44.000 km,5.461 cm³,430 kW (585 PS),Benzin,Automatik,-1,02/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
"Mercedes-Benz G 350 d Station*COMAND*XENON*SITZKLIMA*18""*1.HD*",72.980 € (Brutto),53.028 km,2.987 cm³,180 kW (245 PS),Diesel,Automatik,-1,06/2016,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
"Mercedes-Benz G 350 d*SPORT-PAKET*BI-XENON*COMAND*19""LM*1-H*",72.980 € (Brutto),41.151 km,2.987 cm³,180 kW (245 PS),Diesel,Automatik,-1,12/2016,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz GLC 300 de 4MATIC AMG+Distronic+Pano.-Dach,71.707 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,-1,"SUV / Geländewagen / Pickup, Jahreswagen",1,Unfallfrei
Mercedes-Benz E 300 de T-Modell AMG+Burmester+Fahrassist.,73.749 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,-1,"Kombi, Jahreswagen",1,Unfallfrei
Mercedes-Benz GLC 63 AMG 4M S +*Comand*Burmester*Driver's P *,74.878 € (Brutto),23.580 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,10/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz AMG C 63 T Night+Pano+Perf.-Sitze+DISTR.+Kamera,72.400 € (Brutto),13.500 km,3.982 cm³,350 kW (476 PS),Benzin,Automatik,2020,02/2020,5,4/5,Euro6d-TEMP,"Kombi, Jahreswagen",1,Unfallfrei
Mercedes-Benz GLE 350 d Cp. 4M AMG WideScreen 360° Pano Distr,74.775 € (Brutto),27.038 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,-1,05/2020,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz GLC 300 de 4MATIC AMG+Distronic+Pano.-Dach,69.899 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,-1,"SUV / Geländewagen / Pickup, Jahreswagen",1,Unfallfrei
Mercedes-Benz GLC 300 de 4MATIC AMG Line Navi/LED/AHK Styling,69.287 € (Brutto),8.500 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,2020,09/2020,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz GLC 300 de 4MATIC AMG Line Navi/LED/AHK Styling,69.287 € (Brutto),8.500 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,2020,09/2020,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz E 53 AMG 4MATIC+ Cabriolet,69.480 € (Brutto),16.554 km,2.999 cm³,320 kW (435 PS),Benzin,Automatik,2020,05/2020,4,2/3,Euro6,"Cabrio / Roadster, Jahreswagen",1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG WideScreen 360° Pano Multibeam,72.500 € (Brutto),3.000 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,-1,12/2020,-1,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG WideScreen 360° Stdhzg Pano,69.900 € (Brutto),3.000 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,-1,12/2020,-1,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 300 d 4M AMG WideScreen Pano Multibeam EDW,68.900 € (Brutto),8.500 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,12/2020,-1,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 250 d Exclusive/Edition/lang/Comand/AHK/360°/u,69.656 € (Brutto),11.105 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,09/2019,6,4/5,-1,Van / Minibus,1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG WideScreen 360° Airmat Keyl-GO,68.350 € (Brutto),3.934 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,-1,08/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 43 AMG 4M Designo Burmester Fahrassist. LED,73.847 € (Brutto),8.900 km,2.996 cm³,287 kW (390 PS),Benzin,Automatik,-1,12/2020,4,2/3,-1,"Cabrio / Roadster, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 53 AMG 4M+ Cab.Fahrass.CarbonWide.Multi.Driver,70.774 € (Brutto),24.301 km,2.999 cm³,320 kW (435 PS),"Benzin, E10-geeignet",Automatik,-1,12/2018,4,2/3,Euro6,Cabrio / Roadster,1,Unfallfrei
Mercedes-Benz GLC 300 de 4M Coupe AMG Night Distr AHK MultiLED,68.945 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,2020,09/2020,5,4/5,Euro6d-TEMP,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 de 4M AMG+MBUX+PANO+BURMESTER+AHK+KAMERA,73.247 € (Brutto),9.999 km,1.950 cm³,143 kW (194 PS),"Diesel, Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,-1,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 300 de 4M AMG +AHK +PANORAMA +BURMESTER+MBUX,70.169 € (Brutto),9.999 km,1.950 cm³,143 kW (194 PS),"Diesel, Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,-1,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz Mercedes G350 d 7G-TRONIC AHK STANDHZG SPO...,72.500 €,27.000 km,-1,180 kW (245 PS),Diesel,Automatik,-1,05/2017,-1,-1,-1,SUV / Geländewagen / Pickup,-1,-1
Mercedes-Benz GLE 300 d 4M AMG AHK*Distr.*Memory*Burmester LED,70.774 € (Brutto),500 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,2020,11/2020,5,4/5,Euro6d-TEMP,"SUV / Geländewagen / Pickup, Jahreswagen",1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG Airmatic Sitzklima Fahrass Pano,70.272 € (Brutto),19.025 km,2.925 cm³,200 kW (272 PS),Diesel,Automatik,2019,01/2020,5,4/5,Euro6d-TEMP,"SUV / Geländewagen / Pickup, Jahreswagen",1,Unfallfrei
Mercedes-Benz GLS 500 4M AMG Sportpaket Panoramadach COMAND,68.980 € (Brutto),38.932 km,4.663 cm³,335 kW (455 PS),"Benzin, E10-geeignet",Automatik,-1,12/2017,7,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
"Mercedes-Benz GLC 300 de 4M AMG Line BUSINESS High-End SD 20""",73.012 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,5,4/5,Euro6d-TEMP,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz S 500 Cp. 4M AMG Sportpaket Automatik COMAND ILS,72.880 € (Brutto),40.393 km,4.663 cm³,335 kW (455 PS),"Benzin, E10-geeignet",Automatik,-1,12/2016,4,2/3,Euro6,Sportwagen / Coupé,1,Unfallfrei
"Mercedes-Benz GLC 300 de 4M AMG Line BUSINESS High-End SD 19""",73.987 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,5,4/5,Euro6d-TEMP,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 350 de 4M AMG WideScreen 360° Pano,71.970 € (Brutto),8.500 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz S 500 AMG-LINE+LED+Burmester,69.890 €,90.078 km,4.663 cm³,335 kW (455 PS),Benzin,Automatik,-1,05/2016,4,2/3,Euro6,Cabrio / Roadster,2,-1
"Mercedes-Benz GLC 43 AMG 4M PDC,LED,Distronic,PanoDach,Kamera",70.517 € (Brutto),17.650 km,2.996 cm³,287 kW (390 PS),Benzin,Automatik,-1,10/2019,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz ++ MB SL500 ++,74.900 €,35.000 km,-1,335 kW (455 PS),Benzin,Automatik,-1,10/2016,-1,-1,-1,Cabrio / Roadster,-1,-1
Mercedes-Benz G500 SHD Designo Sport Paket Distr. Fond Ent.,72.000 €,77.000 km,3.982 cm³,310 kW (421 PS),Benzin,Automatik,-1,12/2016,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz S 63 AMG DTR+Q Pano Nightvision Highend,68.900 € (Brutto),40.000 km,5.461 cm³,430 kW (585 PS),Benzin,Automatik,-1,05/2016,5,4/5,Euro6,Limousine,2,-1
Mercedes-Benz C 63 AMG S Edition 1 Magno Grau Matt,68.500 € (Brutto),26.350 km,3.982 cm³,375 kW (510 PS),"Benzin, E10-geeignet",Automatik,-1,10/2016,4,2/3,Euro6,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz S 350 d AMG Styling mit 20 Zoll-Pano-Sitzklima-D,68.323 € (Brutto),28.912 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,03/2019,5,4/5,Euro6d,Limousine,1,Unfallfrei
Mercedes-Benz GLC 300 de 4MATIC AMG+Burmester+Distronic,73.899 € (Brutto),1.500 km,1.950 cm³,143 kW (194 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,11/2020,5,4/5,-1,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 300 d 4M Marco-Polo-Edition*Easy-Up*AHK*LED+++,70.373 € (Brutto),15.143 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,2019,03/2019,4,4/5,Euro6d-TEMP,Van / Minibus,2,-1
Mercedes-Benz S 400 d 4M AMG line COMAND HUD Sitzklima Pano LE,68.630 € (Brutto),77.977 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,10/2018,5,4/5,Euro6c,Limousine,1,Unfallfrei
Mercedes-Benz S-Klasse Lim. S 350 d CHAUFFEUR/HUD/PANORAMA/LED,74.990 € (Brutto),53.436 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,02/2019,5,4/5,Euro6d,Limousine,2,-1
Mercedes-Benz S 400 d L AMG 4M 9G PANO LED SOFT HUD 360°DISTR.,72.900 € (Brutto),69.900 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,07/2017,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz GLC 63 AMG S Cp. 4M Keramik designo Carbon 360°,69.646 € (Brutto),32.161 km,3.982 cm³,375 kW (510 PS),"Benzin, E10-geeignet",Automatik,-1,11/2018,5,4/5,Euro6,Sportwagen / Coupé,1,-1
Mercedes-Benz GLE 63 S AMG 4Matic|DRIVER´S PACKAGE|B&O|VOLL,69.870 € (Brutto),74.101 km,5.461 cm³,430 kW (585 PS),Benzin,Automatik,2018,02/2018,5,4/5,Euro6,Sportwagen / Coupé,2,Unfallfrei
Mercedes-Benz GLE 63 S AMG 4Matic|DRIVER´S PACKAGE|B&O|VOLL,69.870 € (Brutto),74.101 km,5.461 cm³,430 kW (585 PS),Benzin,Automatik,2018,02/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
