carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz Mercedes benz c 220 T Avantgarde,5.200 €,236.000 km,-1,125 kW (170 PS),Diesel,Schaltgetriebe,-1,04/2009,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz 216 CDI Sprinter TÜV April 2022,4.500 €,350.000 km,2.143 cm³,120 kW (163 PS),Diesel,Schaltgetriebe,-1,11/2009,6,4/5,Euro5,Andere,1,-1
Mercedes-Benz B 180 Navi/Tempomat/Sitzheizung/Panoramadach/PDC,5.490 €,144.000 km,1.699 cm³,85 kW (116 PS),Benzin,Schaltgetriebe,-1,08/2009,5,4/5,Euro5,Van / Minibus,2,-1
Mercedes-Benz C 220 T CDI DPF Automatik Avantgarde,4.500 €,286.000 km,2.148 cm³,125 kW (170 PS),Diesel,Automatik,-1,08/2008,5,4/5,Euro4,Kombi,-1,-1
Mercedes-Benz A -Klasse A 150+Sitzheizung+TÜV+Scheckheft+,5.490 €,106.000 km,1.498 cm³,70 kW (95 PS),Benzin,Automatik,-1,02/2008,5,2/3,Euro4,Limousine,-1,-1
Mercedes-Benz Mercedes Benz Sprinter 316CDI Flach lang K...,6.000 €,276.821 km,-1,120 kW (163 PS),Diesel,Automatik,-1,12/2010,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz E -Klasse T-Modell E 280 T CDI Automatik Tüv 07,4.499 €,282.961 km,2.987 cm³,140 kW (190 PS),Diesel,Automatik,-1,03/2007,5,4/5,Euro4,Kombi,-1,-1
"Mercedes-Benz Mercedes, E-Klasse, E280 Cdi, AHK, Schiebe...",5.490 €,170.000 km,-1,-1,Diesel,Automatik,-1,04/2006,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz B -Klasse B 170,4.190 €,142.500 km,1.699 cm³,85 kW (116 PS),Benzin,Schaltgetriebe,-1,09/2006,5,4/5,Euro4,Limousine,4,-1
Mercedes-Benz B -Klasse B 170,4.190 €,142.500 km,1.699 cm³,85 kW (116 PS),Benzin,Schaltgetriebe,-1,09/2006,5,4/5,Euro4,Limousine,4,-1
Mercedes-Benz ML 280 CDI 4MATIC Off-Roader FairPlay-Modell/SHD,5.900 € (Brutto),301.000 km,2.987 cm³,140 kW (190 PS),Diesel,Automatik,2008,05/2008,5,4/5,Euro3,SUV / Geländewagen / Pickup,3,Reparierter Unfallschaden
Mercedes-Benz Mercedes-Benz A 200 CDI Autotronic Avantga...,5.100 €,168.458 km,-1,103 kW (140 PS),Diesel,Automatik,-1,12/2011,-1,-1,-1,Limousine,-1,-1
"Mercedes-Benz A -Klasse A 170 ""PDC/Klima/Scheckheft""",5.890 €,64.000 km,1.699 cm³,85 kW (116 PS),Benzin,Schaltgetriebe,-1,09/2006,5,4/5,Euro4,Kleinwagen,-1,Unfallfrei
Mercedes-Benz Mercedes Benz C180 Kombi,5.800 €,255.000 km,-1,88 kW (120 PS),Diesel,Schaltgetriebe,-1,04/2012,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz Mercedes-Benz B-Klasse 200 CDI Automatik 7...,5.890 €,134.000 km,-1,103 kW (140 PS),Diesel,Automatik,-1,05/2006,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz C -Klasse T-Modell C 200 T CDI,5.500 €,241.000 km,2.148 cm³,100 kW (136 PS),Diesel,Schaltgetriebe,-1,01/2010,5,4/5,Euro4,Kombi,-1,Unfallfrei
"Mercedes-Benz C 200 Kompressor Avantgarde Edition Sport ""AMG""",5.999 €,138.000 km,1.796 cm³,120 kW (163 PS),Benzin,Schaltgetriebe,-1,05/2006,5,4/5,Euro4,Limousine,2,-1
"Mercedes-Benz A 180 Classic BlueEfficiency ""Allwetter"" Navi",4.999 €,135.000 km,1.699 cm³,85 kW (116 PS),Benzin,Schaltgetriebe,-1,11/2010,5,4/5,Euro5,Limousine,2,-1
Mercedes-Benz E -Klasse Lim. E 220 CDI NAVI XENON SCHIEBEDACH,4.990 €,243.400 km,2.148 cm³,110 kW (150 PS),Diesel,Automatik,-1,04/2006,5,4/5,Euro4,Limousine,2,-1
Mercedes-Benz Mercedes-Benz C 180 Kompressor Sport Edition,4.450 €,188.000 km,-1,105 kW (143 PS),Benzin,Schaltgetriebe,-1,01/2007,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes Benz C220 in Top Zustand TÜV NEU ...,5.555 €,273.000 km,-1,125 kW (170 PS),Diesel,Automatik,-1,11/2008,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz B 150 Sport Edition Leder*SHZ*Panoramadach*,4.850 €,145.000 km,1.498 cm³,70 kW (95 PS),Benzin,Schaltgetriebe,-1,04/2009,5,4/5,Euro4,Van / Minibus,2,-1
Mercedes-Benz Mercedes B Klasse 200 Top,4.500 €,162.277 km,-1,102 kW (139 PS),Benzin,Automatik,-1,04/2006,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz C 200 T CDI BlueEfficiency Panorama KlimaAHK SHZ,4.950 €,204.302 km,2.143 cm³,100 kW (136 PS),Diesel,Schaltgetriebe,-1,02/2010,5,4/5,Euro4,Kombi,2,-1
Mercedes-Benz Mercedes Benz Vito 109 CDI Tüv bis 6/2022 ...,4.299 €,174.250 km,-1,66 kW (90 PS),Diesel,Schaltgetriebe,-1,09/2008,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes B 150 Avantgarde,4.400 €,180.000 km,-1,70 kW (95 PS),Benzin,Schaltgetriebe,-1,08/2006,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz A 150 Autotronic Avantgarde,5.999 €,85.400 km,1.498 cm³,70 kW (95 PS),Benzin,Automatik,-1,07/2007,5,4/5,Euro4,Limousine,2,Unfallfrei
Mercedes-Benz Mercedes C 220 CDI Avantgard Kombi,5.290 €,321.000 km,-1,125 kW (170 PS),Diesel,Schaltgetriebe,-1,07/2010,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz A 180 CDI,4.800 €,93.940 km,1.991 cm³,80 kW (109 PS),Diesel,Schaltgetriebe,-1,02/2011,5,4/5,Euro4,Limousine,2,Unfallfrei
"Mercedes-Benz B 200 CDI KLIMA,Teil-Leder,Panorama,AHK",4.998 €,217.589 km,1.991 cm³,103 kW (140 PS),Diesel,Schaltgetriebe,-1,01/2006,5,4/5,Euro4,Van / Minibus,-1,-1
Mercedes-Benz E -Klasse Lim. E 240*Automatik*Klimaaut*II Hand,5.980 €,163.000 km,2.597 cm³,130 kW (177 PS),Benzin,Automatik,-1,06/2013,5,4/5,Euro3,Limousine,2,Unfallfrei
"Mercedes-Benz mercedes b200turbo,18 Zoll amg,harm.kard.,...",4.200 €,220.000 km,-1,142 kW (193 PS),Benzin,Schaltgetriebe,-1,05/2007,-1,-1,-1,Kombi,-1,-1
"Mercedes-Benz B -Klasse B 170,Klima,Alu,Scheckheft, 1-Hand",4.699 €,122.889 km,1.699 cm³,85 kW (116 PS),Benzin,Schaltgetriebe,-1,02/2006,5,4/5,Euro4,Limousine,1,Unfallfrei
Mercedes-Benz Mercedes W211 E220 CDI,4.200 €,378.000 km,-1,125 kW (170 PS),Diesel,Automatik,-1,08/2006,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz E 320 T CDI 7G-TRONIC Avantgarde,5.400 €,235.000 km,2.987 cm³,165 kW (224 PS),Diesel,Automatik,-1,10/2006,5,4/5,Euro4,Kombi,3,Unfallfrei
Mercedes-Benz Mercedes Benz B 150 Automatik,5.800 €,93.000 km,-1,70 kW (95 PS),Benzin,Automatik,-1,02/2007,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz A 200 CDI Autotronic Avantgarde *Vollausstattung,5.100 €,168.458 km,1.991 cm³,103 kW (140 PS),Diesel,Automatik,-1,12/2011,5,4/5,Euro5,Limousine,3,Unfallfrei
Mercedes-Benz Citan 109 CDI BlueEFFICIENCY lang (LKW),5.700 €,123.000 km,1.461 cm³,66 kW (90 PS),Diesel,Schaltgetriebe,-1,02/2013,2,4/5,Euro5,Kombi,2,Unfallfrei
Mercedes-Benz C 230 ATM:124tkm·1.Hand·Leder·Navi·PDC·Xenon,5.490 €,203.000 km,2.497 cm³,150 kW (204 PS),Benzin,Automatik,-1,07/2006,5,4/5,Euro4,Limousine,1,Unfallfrei
Mercedes-Benz Mercedes E 220 CDI,5.900 €,316.723 km,-1,128 kW (174 PS),Diesel,Automatik,-1,01/2009,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz MB Vito 150PS 2.2l CDI,4.950 €,374.000 km,-1,110 kW (150 PS),Diesel,Schaltgetriebe,-1,12/2007,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes-Benz ML 320 CDI / TÜV NEU,6.000 €,240.000 km,-1,165 kW (224 PS),Diesel,Automatik,-1,03/2006,-1,-1,-1,SUV / Geländewagen / Pickup,-1,-1
Mercedes-Benz Mercedes vito 115 cdi 150ps 9 sitzer Neu T...,5.999 €,278.000 km,-1,110 kW (150 PS),Diesel,Schaltgetriebe,-1,05/2007,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz A -Klasse A 150 Automatik,4.990 €,43.770 km,1.498 cm³,70 kW (95 PS),Benzin,Automatik,-1,09/2007,5,4/5,Euro4,Limousine,1,Unfallfrei
"Mercedes-Benz C 200 T CDI Tüv 10/21, Navi, Shzg, MFL, Euro 5",5.999 €,227.000 km,2.143 cm³,100 kW (136 PS),Diesel,Schaltgetriebe,-1,11/2010,5,4/5,Euro5,Kombi,3,-1
Mercedes-Benz A 180 CDI -Klima-Alu-Bluetooth-Isofix-AHK,5.970 €,150.000 km,1.991 cm³,80 kW (109 PS),Diesel,Schaltgetriebe,-1,09/2011,5,4/5,Euro5,Limousine,-1,-1
Mercedes-Benz R 280 CDI 7-G TRONIC AMG SPORTPAKET LEDER NAVI,5.500 €,240.000 km,2.987 cm³,140 kW (190 PS),Diesel,Automatik,-1,11/2008,5,4/5,-1,Van / Minibus,-1,-1
Mercedes-Benz E 320 CDI T 7-G AVANTGARDE LEDER COMAND XENON,5.999 €,220.000 km,2.987 cm³,165 kW (224 PS),Diesel,Automatik,-1,10/2007,5,4/5,-1,Kombi,-1,Unfallfrei
Mercedes-Benz E 280 CDI DPF AVANTGARDE 7-G LEDER NAVI PDC XEN,5.500 €,240.000 km,2.987 cm³,140 kW (190 PS),Diesel,Automatik,-1,10/2007,5,4/5,Euro4,Limousine,2,Unfallfrei
Mercedes-Benz E 320 CDI T 7-G AVANTGARDE LEDER COMAND XENON,5.999 €,220.000 km,2.987 cm³,165 kW (224 PS),Diesel,Automatik,-1,10/2007,5,4/5,-1,Kombi,-1,Unfallfrei
Mercedes-Benz E 280 CDI DPF AVANTGARDE 7-G LEDER NAVI PDC XEN,5.500 €,240.000 km,2.987 cm³,140 kW (190 PS),Diesel,Automatik,-1,10/2007,5,4/5,Euro4,Limousine,2,Unfallfrei
Mercedes-Benz Mercedes CL 203 Rentnerauto absoluter TOP-ZUST.,5.499 €,49.700 km,1.796 cm³,105 kW (143 PS),Benzin,Automatik,-1,11/2006,-1,2/3,Euro4,Limousine,3,Unfallfrei
Mercedes-Benz Sprinter II Kasten 213 CDI *KLIMANLAGE* 6 SITZER,5.500 €,203.304 km,2.143 cm³,95 kW (129 PS),Diesel,Schaltgetriebe,-1,10/2009,6,4/5,Euro4,Van / Minibus,2,-1
Mercedes-Benz Mercedes C200 CDI Xenon Navigation top Zus...,4.300 €,230.000 km,-1,-1,Diesel,Schaltgetriebe,-1,12/2008,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz A -Klasse A 160,4.990 €,112.000 km,1.498 cm³,70 kW (95 PS),Benzin,Schaltgetriebe,-1,03/2010,5,4/5,Euro5,Van / Minibus,-1,-1
"Mercedes-Benz B 170 Autom.Temp.1.HD,Allwetter-NEU,Tüv-Neu !",5.950 €,149.920 km,1.699 cm³,85 kW (116 PS),Benzin,Automatik,-1,04/2008,5,4/5,Euro4,Van / Minibus,1,-1
Mercedes-Benz Vito 111 CDI Lang 5 Sitzplätze,4.000 €,213.700 km,2.148 cm³,85 kW (116 PS),Diesel,Schaltgetriebe,-1,09/2008,5,4/5,Euro4,Van / Minibus,2,Unfallfrei
Mercedes-Benz C 350 T 7G-TRONIC Avantgarde Sport Edition +,6.000 €,251.000 km,3.498 cm³,200 kW (272 PS),Benzin,Automatik,-1,05/2007,5,4/5,Euro4,Kombi,-1,Unfallfrei
Mercedes-Benz Mercedes-Benz Viano 2.2 CDI Lang Ambiente ...,5.000 €,400.543 km,-1,110 kW (150 PS),Diesel,Automatik,-1,06/2006,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz A -Klasse A 160,5.490 €,102.000 km,1.498 cm³,70 kW (95 PS),Benzin,Schaltgetriebe,-1,10/2011,5,4/5,Euro5,Kleinwagen,2,Unfallfrei
Mercedes-Benz B 200 *Navi*Sportpaket*Panoramadach*Telefonvorb*,5.999 €,141.753 km,2.034 cm³,100 kW (136 PS),Benzin,Schaltgetriebe,-1,10/2009,5,4/5,Euro5,Van / Minibus,2,Unfallfrei
Mercedes-Benz A 160 CDI TEILLEDER/SHZ/TEMP./KLIMA,5.499 €,98.000 km,1.991 cm³,60 kW (82 PS),Diesel,Schaltgetriebe,-1,10/2011,5,4/5,Euro5,Limousine,2,Unfallfrei
Mercedes-Benz Vito Kombi CDI extralang*8 SITZE*TÜV 04/2021,5.999 €,257.000 km,2.148 cm³,65 kW (88 PS),Diesel,Schaltgetriebe,-1,07/2006,8,4/5,Euro4,Van / Minibus,3,-1
Mercedes-Benz A 180 CDI,5.399 €,95.000 km,1.991 cm³,80 kW (109 PS),Diesel,Schaltgetriebe,-1,07/2010,5,4/5,Euro5,Limousine,3,-1
Mercedes-Benz B 200 CDI Automatik Behindertensitz TÜV neu,5.850 €,128.000 km,1.991 cm³,103 kW (140 PS),Diesel,Automatik,-1,07/2009,5,4/5,Euro4,Van / Minibus,1,-1
Mercedes-Benz A 150 AVANTGARDE KLIMA SITZHEIZUNG TEILLEDER,5.990 €,87.500 km,1.498 cm³,70 kW (95 PS),Benzin,Schaltgetriebe,-1,10/2008,5,4/5,Euro4,Van / Minibus,2,-1
Mercedes-Benz Mercedes A Klasse A180 CDI AMG line NEU Br...,4.500 €,92.000 km,-1,80 kW (109 PS),Diesel,Schaltgetriebe,-1,10/2006,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz E280 CDI Avantgarde Sportpaket 7G TRONIC,5.900 €,325.000 km,2.987 cm³,140 kW (190 PS),Diesel,Automatik,-1,07/2008,5,4/5,Euro4,Kombi,-1,Unfallfrei
Mercedes-Benz B200 Aut. AMG Style/Navi/Xenon/2.Hand,5.990 €,119.200 km,2.034 cm³,100 kW (136 PS),Benzin,Automatik,-1,04/2008,5,4/5,Euro4,Limousine,2,-1
Mercedes-Benz A -Klasse A 160 KLIMA MULTI 8 Fach,4.990 €,107.683 km,1.498 cm³,70 kW (95 PS),Benzin,Schaltgetriebe,-1,11/2009,5,4/5,Euro5,Limousine,-1,Unfallfrei
Mercedes-Benz Vito Kasten 109 CDI kompakt Worker *1-HAND*LKW*,5.800 € (Brutto),195.000 km,2.148 cm³,70 kW (95 PS),Diesel,Schaltgetriebe,-1,12/2009,3,4/5,Euro4,Van / Minibus,1,Unfallfrei
"Mercedes-Benz C -Klasse 220 CDI,Automatik,Klima,Naviu,PDC,AHK",5.990 €,144.000 km,2.148 cm³,110 kW (150 PS),Diesel,Automatik,-1,11/2006,5,4/5,Euro4,Kombi,1,-1
Mercedes-Benz Mercedes Benz clk 320 cdi (diesel),5.900 €,178.085 km,-1,165 kW (224 PS),Diesel,Automatik,-1,12/2007,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz Mercedes Benz clk 320 cdi (diesel),5.900 €,178.085 km,-1,165 kW (224 PS),Diesel,Automatik,-1,12/2007,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz R 280CDI R-Klasse,4.450 €,284.000 km,-1,140 kW (190 PS),Diesel,Automatik,-1,06/2008,-1,-1,-1,SUV / Geländewagen / Pickup,-1,-1
Mercedes-Benz E 200 CDI BE 7G+1Hd+EGSD+SHZ+PDC+NAVI+LED+KomfSz,4.499 € (Brutto),600.000 km,2.143 cm³,100 kW (136 PS),Diesel,Automatik,-1,03/2013,5,4/5,Euro5,Limousine,1,-1
"Mercedes-Benz Mercedes Benz B 150 Benziner,",4.200 €,95.000 km,-1,70 kW (95 PS),Benzin,Schaltgetriebe,-1,02/2007,-1,-1,-1,Andere,-1,-1
Mercedes-Benz B 200 CDI,4.300 €,222.164 km,1.991 cm³,103 kW (140 PS),Diesel,Automatik,-1,11/2006,5,4/5,Euro4,Van / Minibus,-1,Unfallfrei
Mercedes-Benz Mercedes A-Klasse A180 Top gepflegt wenig ...,5.350 €,105.905 km,-1,85 kW (116 PS),Benzin,Schaltgetriebe,-1,03/2010,-1,-1,-1,Kleinwagen,-1,-1
"Mercedes-Benz MB B200, Benziner, 136PS, W245, BJ 2006",4.000 €,117.000 km,-1,100 kW (136 PS),Benzin,Schaltgetriebe,-1,09/2006,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes c200 cdi blueefficiency,4.900 €,255.000 km,-1,88 kW (120 PS),Diesel,Schaltgetriebe,-1,10/2011,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz A 150 Avantgarde Klima-Sitzheizung-Teilleder-Alu,5.900 €,105.000 km,1.498 cm³,70 kW (95 PS),"Benzin, E10-geeignet",Schaltgetriebe,-1,05/2008,5,4/5,Euro4,Van / Minibus,-1,Unfallfrei
Mercedes-Benz E 220 T CDI Automatik Avantgarde,5.500 €,241.300 km,2.148 cm³,125 kW (170 PS),Diesel,Automatik,-1,11/2006,5,4/5,Euro4,Kombi,3,Unfallfrei
Mercedes-Benz Mersedes Benz w211 2.2 CDI 170 PS BJ 2007,4.700 €,262.000 km,-1,125 kW (170 PS),Diesel,Automatik,-1,08/2007,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz A -Klasse A 160 CDI/Blue Efficency/Euro 5/Klima,4.799 €,113.900 km,1.991 cm³,60 kW (82 PS),Diesel,Schaltgetriebe,-1,03/2011,5,4/5,Euro5,Kleinwagen,2,-1
Mercedes-Benz E -Klasse T-Modell E 220 T CDI,4.500 €,265.932 km,2.148 cm³,125 kW (170 PS),Diesel,Automatik,-1,04/2007,5,4/5,Euro4,Kombi,-1,-1
"Mercedes-Benz A -Klasse A 180 *Automatik,Klima,Sitzheizung*",5.600 €,130.900 km,1.699 cm³,85 kW (116 PS),Benzin,Automatik,-1,03/2010,5,4/5,Euro4,Kleinwagen,-1,-1
Mercedes-Benz B -Klasse B 200 CDI,4.590 €,170.500 km,1.991 cm³,103 kW (140 PS),Diesel,Automatik,-1,09/2008,5,4/5,Euro4,Limousine,-1,-1
Mercedes-Benz A -Klasse A 160 HU neu. Garantie,5.690 €,103.724 km,1.498 cm³,70 kW (95 PS),Benzin,Schaltgetriebe,-1,01/2011,5,4/5,Euro5,Limousine,2,Unfallfrei
Mercedes-Benz A -Klasse A 160 Garantie,4.690 €,139.800 km,1.498 cm³,70 kW (95 PS),Benzin,Schaltgetriebe,-1,07/2009,5,4/5,Euro5,Limousine,2,Unfallfrei
Mercedes-Benz Mercedes Benz b,5.000 €,116.000 km,-1,85 kW (116 PS),Benzin,Automatik,-1,12/2006,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes Vito 111cdi automat getriebe,5.300 €,178.567 km,-1,-1,Diesel,Automatik,-1,06/2006,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Sprinter Kastenwagen,4.200 €,300.000 km,-1,-1,-1,-1,-1,03/2009,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz Mercedes E 200 CDI W212,5.300 €,499.000 km,-1,100 kW (136 PS),Diesel,Automatik,-1,06/2013,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes-Benz Vito 111 CDI Kasten wenig Ki...,5.300 €,165.000 km,-1,85 kW (116 PS),Diesel,Schaltgetriebe,-1,10/2007,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz Mercedes Benz Sprinter 313 CDI Maxi,5.200 €,391.000 km,-1,95 kW (129 PS),Diesel,Schaltgetriebe,-1,10/2010,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz A -Klasse A 160 Klimaanlage Allwetterreifen,4.990 €,125.000 km,1.498 cm³,70 kW (95 PS),Benzin,Schaltgetriebe,-1,02/2010,5,4/5,Euro5,Limousine,-1,-1
Mercedes-Benz A 160 A -Klasse BlueEfficiency,5.950 €,122.514 km,1.498 cm³,70 kW (95 PS),Benzin,Schaltgetriebe,-1,10/2009,5,4/5,Euro5,Limousine,-1,-1
Mercedes-Benz Sprinter 313 CDI EZ 2012.Hoch und Lang Euro 5,4.950 €,270.500 km,-1,95 kW (129 PS),Diesel,Schaltgetriebe,-1,05/2012,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz B -Klasse B 200 CDI/NAVI/LEDER/PDCv+h/8-fach ALU,4.790 €,298.800 km,1.991 cm³,103 kW (140 PS),Diesel,Schaltgetriebe,-1,03/2006,5,4/5,Euro4,Limousine,-1,Unfallfrei
Mercedes-Benz Mercedes Benz B-klasse,4.990 €,87.000 km,-1,85 kW (116 PS),Benzin,Schaltgetriebe,-1,05/2008,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedez Benzi sprinter 316,5.450 €,304.411 km,-1,120 kW (163 PS),Diesel,Schaltgetriebe,-1,09/2006,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz Mercedes CLK 200 Kompressor TÜV Neu 10/22,5.200 €,122.000 km,-1,120 kW (163 PS),Benzin,Schaltgetriebe,-1,05/2006,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz Mercedes Benz C180 Kompressor Limousine Re...,5.550 €,179.990 km,-1,105 kW (143 PS),Benzin,Schaltgetriebe,-1,09/2006,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Citan Kombi 109 CDI lang,4.999 € (Brutto),199.000 km,1.461 cm³,66 kW (90 PS),Diesel,Schaltgetriebe,2013,05/2013,-1,4/5,Euro5,Van / Minibus,-1,Unfallfrei
Mercedes-Benz Merzedes c.autom.790000km schekheft.2 Hand,5.700 €,790.000 km,-1,100 kW (136 PS),Benzin,Schaltgetriebe,-1,08/2008,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes a160 cdi nur tauschen,4.000 €,239.459 km,-1,60 kW (82 PS),Diesel,Automatik,-1,06/2006,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz B -Klasse B 170,4.480 €,171.098 km,1.699 cm³,85 kW (116 PS),Benzin,Automatik,-1,03/2007,5,4/5,Euro4,Limousine,-1,Unfallfrei
Mercedes-Benz A 170 Avantgarde Sportpaket*Leder*Xenon*Klimaaut,5.490 €,119.941 km,1.699 cm³,85 kW (116 PS),Benzin,Schaltgetriebe,2008,07/2008,5,2/3,Euro5,Limousine,2,Unfallfrei
Mercedes-Benz Mercedes A170 - Automatik - sehr gepflegt,4.700 €,149.000 km,-1,85 kW (116 PS),Benzin,Automatik,-1,05/2006,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes c200 CDi,5.400 €,180.000 km,-1,90 kW (122 PS),Diesel,Schaltgetriebe,-1,03/2007,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz Mercedes Benz Sprinter 316 cdi LANG!,5.999 €,301.908 km,-1,120 kW (163 PS),Diesel,Schaltgetriebe,-1,05/2012,-1,-1,-1,Andere,-1,-1
Mercedes-Benz C 220 T CDI DPF BlueEFFICIENCY Special Edition,5.800 €,247.500 km,2.143 cm³,125 kW (170 PS),Diesel,Schaltgetriebe,-1,05/2010,5,4/5,Euro5,Kombi,3,Unfallfrei
"Mercedes-Benz E klasse 270 ,177ps",4.000 €,231.650 km,-1,130 kW (177 PS),Diesel,Automatik,-1,05/2006,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz E -Klasse T-Modell E 250 CDI Elegance TopZustand,5.490 €,399.000 km,2.143 cm³,150 kW (204 PS),Diesel,Automatik,-1,10/2010,5,4/5,Euro5,Kombi,2,-1
Mercedes-Benz C 180 CGI BlueEFFICIENCY Avantgarde,6.000 €,218.000 km,1.796 cm³,115 kW (156 PS),Benzin,Schaltgetriebe,-1,09/2010,5,4/5,Euro5,Limousine,2,Unfallfrei
Mercedes-Benz C 200 T CDI Avantgarte Leder Navi Alu SHZ AHK,4.980 €,251.550 km,2.148 cm³,100 kW (136 PS),Diesel,Schaltgetriebe,2009,06/2009,5,4/5,Euro4,Kombi,-1,-1
