carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz E 400 d 4M Avantgarde WideScreen Multibeam AHK,41.990 € (Brutto),22.336 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,08/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz E 220 d Avantgarde LED Kamera PTS 9G Sitzh,43.697 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,12/2020,-1,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 220 d 4M AMG LED AHK Kamera Easy-Pack 9G,41.990 € (Brutto),21.594 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,10/2019,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz A 250 e Lim. AMG Night+MBUX+RüKam+LED+Totwinkel,41.899 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,11/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLB 200 AMG Night+MBUX+RüKam+LED+Totwink+El.Heck,40.330 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,10/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 250 e Lim. AMG MBUX+RüKam+LED+Totwinkel+18""AMG",40.549 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLA 200 PROGRESSIVE Night+MBUX+RüKam+LED+Totwink,39.412 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,10/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 350 AMG-Line Distronic/Schiebed/Comand/AHK,42.770 € (Brutto),36.930 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,09/2017,5,4/5,Euro6,Limousine,1,Unfallfrei
"Mercedes-Benz GLA 200 d AMG Night+MBUX+RüKam+M-LED+El.Heck+19""",42.899 € (Brutto),4.000 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,10/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLA 200 d 4M Progressive Night+MBUX+RüKam+M-LED,42.555 € (Brutto),8.000 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,10/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake AMG Night+MBUX+RüKam+Pano,40.499 € (Brutto),4.000 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,10/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz B 200 d AMG Night+MBUX+RüKam+LED+Totwink+El.Heck,39.807 € (Brutto),8.000 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,10/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 d T AVANTGARDE Comand+360°+LED+ESHD+AHK+18,41.860 € (Brutto),16.923 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,10/2019,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz GLA 250 e PROGRESSIVE MBUX+RüKam+Fahrassistenz-P,41.449 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 250 Shooting Brake e AMG EDIT2020 Night+MBUX,43.999 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,08/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E300 Cp. AMG-Line*Wide*Burmester*Pano*SAG*360°*,40.675 € (Brutto),73.000 km,1.991 cm³,180 kW (245 PS),Benzin,Automatik,-1,04/2017,4,2/3,Euro6,Sportwagen / Coupé,2,-1
Mercedes-Benz E220d Cp. AMG*Pano*Wide*Burmester*Massage*Distr*,40.983 € (Brutto),57.400 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,08/2017,4,2/3,Euro6d,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz GLC 200 4M Night+MBUX+RüKam+LED+Totwink+Smartph.,44.698 € (Brutto),4.000 km,1.991 cm³,145 kW (197 PS),Benzin,Automatik,-1,09/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 200 T AMG-Line RüKa/PanoDach/LED/COMAND/Sitzhg,41.850 € (Brutto),11.420 km,1.991 cm³,145 kW (197 PS),Benzin,Automatik,-1,10/2019,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz CLA 250 e AMG EDITION2020 Night+MBUX+M-LED+Pano,43.449 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,08/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 200 T AVANTGARDE Night+Comand+RüKam+LED+AHK+17,44.031 € (Brutto),8.514 km,1.497 cm³,135 kW (184 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake AMG Night+NavPre+RüKa+LED,39.706 € (Brutto),8.342 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,08/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 200 T AVANTGARDE Night+Comand+RüKam+LED+Totwin,42.299 € (Brutto),10.659 km,1.497 cm³,135 kW (184 PS),Benzin,Automatik,-1,08/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 200 T AVANTGARDE Night+Navi+RüKam+LED+AHK+17LM,43.001 € (Brutto),8.000 km,1.497 cm³,135 kW (184 PS),Benzin,Automatik,-1,08/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 35 AMG 4MATIC AMG-Line Totwinkel/360°/Keyless/,43.450 € (Brutto),15.570 km,1.991 cm³,225 kW (306 PS),Benzin,Automatik,-1,11/2019,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz GLA 220 d 4M AMG MBUX-High+RüKam+LED+elHeck+Totw,44.590 € (Brutto),8.677 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E220d Cp AMG*Pano*HeadUp*Distr*Burmester*Memory*,41.850 € (Brutto),84.300 km,1.950 cm³,143 kW (194 PS),"Diesel, Biodiesel geeignet",Automatik,-1,06/2018,4,2/3,Euro6d-TEMP,Sportwagen / Coupé,1,-1
Mercedes-Benz GLB 200 d 4M AMG Night+Prem.Navi+360°+LED+Pano,42.960 € (Brutto),19.952 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,06/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 300 T AVANTGARDE Night+Comand+RüKam+LED+AHK+17,44.960 € (Brutto),15.424 km,1.991 cm³,190 kW (258 PS),Benzin,Automatik,-1,06/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 220 d AMG Night+Comand+RüKam+LED+Pano+Distron.,42.560 € (Brutto),16.511 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,05/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 300 T AVANTGARDE Night+Comand+RüKam+LED+Pano.,39.960 € (Brutto),18.244 km,1.991 cm³,190 kW (258 PS),Benzin,Automatik,-1,03/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLB 250 4M AMG Night+Prem.Navi+360°+Multibea+AHK,43.760 € (Brutto),18.852 km,1.991 cm³,165 kW (224 PS),Benzin,Automatik,-1,02/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,-1
"Mercedes-Benz E 220 d T AMG Fahrassistent+Comand+20""+NP:71.966",43.760 € (Brutto),13.160 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,01/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 300 d T AMG Night+Comand+360°+M-LED+Standhz+18,44.960 € (Brutto),17.471 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,12/2019,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz E 300 d T AMG Comand+360°+Multibeam+ESHD+AHK+19""",44.760 € (Brutto),18.680 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,10/2019,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz GLA 200 PROGRESSIVE Night+MBUX+RüKam+LED+Totwink,40.999 € (Brutto),4.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,10/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz GLB 220 d 4M PROGRESSIVE Night+Prem.Navi+LED+18""",44.360 € (Brutto),13.132 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,05/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLA 200 PROGRESSIVE Night+MBUX+RüKam+LED+Totwink,39.999 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,11/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 200 Lim. AMG Night+MBUX+360°+M-LED+Pano+Totwin,41.070 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,11/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 250 e Lim. AMG MBUX+RüKam+LED+Totwinkel+18""AMG",41.104 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,11/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLA 200 PROGRESSIVE Night+MBUX+RüKam+LED+Totwink,39.950 € (Brutto),4.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,11/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 250 e Lim.AMG Night+MBUX+RüKam+LED+Pano+18""AMG",41.115 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 250 d AVANTGARDE Extralang DAB RF Kamera LED,41.560 € (Brutto),19.006 km,2.143 cm³,140 kW (190 PS),Diesel,Automatik,-1,06/2019,7,4/5,Euro6c,Van / Minibus,1,Unfallfrei
Mercedes-Benz CLA 220 4M EDITION2020 AMG Night+MBUX+RüKam+LED,42.252 € (Brutto),8.000 km,1.991 cm³,140 kW (190 PS),"Benzin, E10-geeignet",Automatik,-1,10/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 250 Progressive Distronic/Parktronic/Schiebe,39.960 € (Brutto),300 km,1.991 cm³,165 kW (224 PS),Benzin,Automatik,-1,03/2019,5,4/5,Euro6,Sportwagen / Coupé,2,Unfallfrei
Mercedes-Benz C 220 d T 4MATIC AMG-Line RüKa/PanoDach/Tempomat,39.990 € (Brutto),26.750 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,03/2020,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz E 300 T AVANTGARDE 360°/COMAND/Sitzhzg/Distronic,44.960 € (Brutto),3.910 km,1.991 cm³,190 kW (258 PS),Benzin,Automatik,-1,11/2019,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz E 200 T AMG-Line 360°-Kamera/Totwinkel/LED/Sitzh,39.990 € (Brutto),18.600 km,1.991 cm³,135 kW (184 PS),Benzin,Automatik,-1,02/2019,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake AMG Night+RüKam+Pano+AHK,39.850 € (Brutto),4.177 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 220 d EDITION Lang DAB Distr RF Kamera 9G Tron,44.260 € (Brutto),9.581 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,09/2019,8,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz GLS 500 4MATIC RüKam./Navi/AHK/LED/Sitzheizung,43.960 € (Brutto),99.000 km,4.663 cm³,335 kW (455 PS),Benzin,Automatik,-1,06/2016,7,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz GLC 43 AMG 4Matic NAVI-LEDER-PDC,43.290 € (Brutto),91.500 km,2.996 cm³,270 kW (367 PS),Benzin,Automatik,-1,09/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz GLA 200 PROGRESSIVE Night+MBUX+RüKam+LED+El.Heck,40.375 € (Brutto),4.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,11/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLB 250 4MATIC AMG-LINE PanoDach/Distronic/360°,43.990 € (Brutto),3.030 km,1.991 cm³,165 kW (224 PS),Benzin,Automatik,-1,02/2020,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz C 200 T AVANTGARDE Comand+RüKam+LED+Totwinkel+17,43.464 € (Brutto),4.000 km,1.497 cm³,135 kW (184 PS),Benzin,Automatik,-1,10/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLB 200 PROGRESSIVE LED/Kamera/Prem-Navi/3.Sitzr,42.865 € (Brutto),4.000 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,10/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz B 200 AMG Night+MBUX+RüKam+LED+Pano+AHK+El.Heck,39.432 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,10/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz Sprinter 316 CDI Kasten Hochdach Standard,42.340 € (Brutto),24.000 km,2.143 cm³,120 kW (163 PS),Diesel,Schaltgetriebe,-1,07/2020,3,4/5,Euro6,"Andere, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLA 200 d 4M PROGRESSIVE MBUX+RüKam+LED+AHK+Totw,40.969 € (Brutto),4.046 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,06/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz Vito 116 Tourer PRO Edition Lang Navi Kamera AHK,41.526 € (Brutto),23.000 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,06/2020,8,4/5,Euro6d-TEMP,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 220 d T AVANTGARDE Night+Comand+RüKam+LED+Pano,41.465 € (Brutto),11.523 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,02/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLB 200 AMG Night+MBUX+RüKam+M-LED+Pano+AHK+Totw,44.088 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,09/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz Sprinter 316 CDI Kasten Hochdach AHK-3,5t Kamera",44.428 € (Brutto),5.000 km,2.143 cm³,120 kW (163 PS),Diesel,Automatik,-1,10/2020,3,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 350 d 4MATIC Panoramadach/COMAND/AHK/Harman/,39.990 € (Brutto),61.370 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,07/2016,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz CLA 180 Shooting Brake AMG Night+MBUX+RüKam+LED,39.095 € (Brutto),8.000 km,1.332 cm³,100 kW (136 PS),"Benzin, E10-geeignet",Automatik,-1,09/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake AMG Night+MBUX+RüKam+Pano,39.468 € (Brutto),7.581 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLB 200 d PROGRESSIVE MBUX+RüKam+LED+El.Heck+DAB,42.690 € (Brutto),8.000 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 220 d AVANTGARDE Extralang 8-Sitzer LED NAVI,39.940 € (Brutto),41.650 km,2.143 cm³,120 kW (163 PS),Diesel,Automatik,-1,04/2019,8,4/5,Euro6c,Van / Minibus,1,Unfallfrei
Mercedes-Benz E 350 d T EXCLUSIVE Standhzg/Distronic/360°/AHK/,43.660 € (Brutto),47.430 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,10/2017,5,4/5,Euro6,Kombi,1,-1
Mercedes-Benz V 220 d EDITION Kompakt Navi 2xKlima Easy-Pack,43.840 € (Brutto),5.350 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,07/2019,6,4/5,Euro6d-TEMP,Van / Minibus,1,-1
Mercedes-Benz CLA 200 Shooting Brake AMG Night+MBUX+RüKam+LED,39.460 € (Brutto),4.129 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 250 e AMG EDITION 2020 Night+MBUX+RüKam+LED,43.490 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,08/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake AMG Night+MBUX+RüKam+LED,40.394 € (Brutto),14.126 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,07/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 45 AMG 4MATIC Coupé RüKam/PanoDach/Tempomat/,42.890 €,20.380 km,1.991 cm³,280 kW (381 PS),Benzin,Automatik,-1,08/2018,5,4/5,Euro6,Sportwagen / Coupé,2,Unfallfrei
Mercedes-Benz E 350 dT Leder Sitzklima Multibeam AHK Distronic,41.890 € (Brutto),52.960 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,05/2017,5,4/5,Euro6,Kombi,1,-1
Mercedes-Benz S 500 4M AMG Panorama Standhzg Fond-Entertainm.,43.970 €,104.780 km,4.663 cm³,335 kW (455 PS),Benzin,Automatik,-1,11/2013,5,4/5,Euro6,Limousine,1,Unfallfrei
"Mercedes-Benz A 250 e Lim. AMG MBUX+RüKam+LED+Totwinkel+18""AMG",40.697 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 250 e Lim.AMG MBUX+RüKam+LED+Totwinkel+18""AMG",40.697 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz S-Klasse S 600 L I MAGIC BODY CONTROL I DISTR +,43.911 € (Brutto),234.000 km,5.980 cm³,390 kW (530 PS),Benzin,Automatik,-1,10/2015,5,4/5,Euro6,Limousine,2,Unfallfrei
Mercedes-Benz CLS 63 AMG 4Matic B&O Schiebedach Distronic VOLL,39.950 €,109.900 km,5.461 cm³,410 kW (557 PS),Benzin,Automatik,-1,06/2013,4,4/5,Euro6,Limousine,-1,Unfallfrei
Mercedes-Benz A 250 4M Limousine AMG line Burmester/Memory/P.d,40.877 € (Brutto),12.128 km,1.991 cm³,165 kW (224 PS),Benzin,Automatik,-1,07/2020,5,4/5,Euro6d,Limousine,1,Unfallfrei
Mercedes-Benz E 200 Cab. AMG LED Night Airscarf Navi Totwinkel,39.990 €,29.199 km,1.991 cm³,135 kW (184 PS),Benzin,Automatik,-1,04/2018,4,2/3,Euro6,Cabrio / Roadster,2,Unfallfrei
Mercedes-Benz E 220 d AMG-Line Panorama Widescreen Leder Nappa,44.982 € (Brutto),9.986 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,02/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz E 220 d AMG-Line Panorama Widescreen Leder Nappa,40.936 € (Brutto),13.650 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,01/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz E 220 d AMG-Line Panorama Widescreen Leder Nappa,44.982 € (Brutto),11.828 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,02/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz E 220 d AMG-Line Panorama Head-Up Widescreen,39.984 € (Brutto),11.907 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,04/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz Mercedes e 220 d cabrio,39.270 €,38.000 km,-1,143 kW (194 PS),Diesel,Automatik,-1,03/2018,-1,-1,-1,Cabrio / Roadster,-1,-1
Mercedes-Benz GLC 300 4M AMG designo 360° Pano Burmester 9G,39.890 € (Brutto),24.591 km,1.991 cm³,180 kW (245 PS),Benzin,Automatik,-1,12/2018,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz GLE 400 Coupe 9G-Tronic 4Matic AMG-Line+Navi+LED,41.350 € (Brutto),119.898 km,2.996 cm³,245 kW (333 PS),Benzin,Automatik,-1,09/2017,5,4/5,Euro6,Sportwagen / Coupé,1,-1
Mercedes-Benz G 350 BlueTec 7G-Tronic+BiXenon+Navi+Leder+MFL+,44.999 €,106.153 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,09/2012,5,4/5,Euro5,SUV / Geländewagen / Pickup,-1,-1
Mercedes-Benz E 220 d AMG-Line Head-Up Widescreen Mod. 2020,41.888 € (Brutto),8.302 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,10/2019,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz E 220 d AMG-Line Head-Up Widescreen Mod. 2020,39.984 € (Brutto),21.050 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,11/2019,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
