carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz GLC 43 AMG 4MATIC Rü.Kam/Distronic/Navi/PanoDach,48.770 € (Brutto),53.530 km,2.996 cm³,270 kW (367 PS),Benzin,Automatik,-1,10/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz V 250 *AMG*Extralang*Sitzklima*Burmester*360°,47.138 € (Brutto),89.000 km,2.143 cm³,140 kW (190 PS),Diesel,Automatik,-1,09/2017,8,4/5,Euro6,Van / Minibus,1,-1
Mercedes-Benz C 220 d T AMG Night-Edition+Comand+RüKam+LED+AHK,46.818 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,10/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 220 d T AMG Night+Comand+RüKam+LED+Smartphone,45.064 € (Brutto),8.184 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,09/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLA 250 e AMG Night+MBUX+RüKam+LED+Pano+Fahrassi,47.397 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 43 AMG 4MATIC Coupé Distronic/Navi/Sitzheizung,45.850 € (Brutto),25.350 km,2.996 cm³,270 kW (367 PS),Benzin,Automatik,-1,02/2018,4,2/3,Euro6,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz C 300 de T AVANTGARDE MBUX+360°+LED+AHK+Airmatik,49.399 € (Brutto),4.335 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,06/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz E 220 d Coupé AMG-LINE Standhzg/Distronic/360°/,45.450 € (Brutto),10.460 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,06/2019,4,2/3,Euro6,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz C 200 Cabrio AMG Night+Comand+RüKam+LED+Distr+18,48.491 € (Brutto),8.071 km,1.497 cm³,135 kW (184 PS),Benzin,Automatik,-1,08/2020,4,2/3,Euro6,"Cabrio / Roadster, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 35 AMG 4M Night+MBUX+RüKam+M-LED+Pano+Distroni,48.090 € (Brutto),8.000 km,1.991 cm³,225 kW (306 PS),Benzin,Automatik,-1,07/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 220 d T AMG Comand+RüKam+Multibeam+Pano+AHK+18,46.949 € (Brutto),9.505 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,06/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLB 250 4M AMG Night+Prem.Navi+360°+LED+Pano+Dis,47.760 € (Brutto),14.964 km,1.991 cm³,165 kW (224 PS),"Benzin, E10-geeignet",Automatik,-1,06/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 300 de T AMG Night+Comand+RüKam+M-LED+AHK+Dist,47.460 € (Brutto),5.341 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,05/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 350 d T AMG Comand+360°+M-LED+Fahrassiste+Pano,49.960 € (Brutto),17.257 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,11/2019,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 35 AMG 4Matic *Widescreen*Pano*KeyGo*Night*,48.062 € (Brutto),16.499 km,1.991 cm³,225 kW (306 PS),Benzin,Automatik,-1,10/2019,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz CLA 35 AMG 4Matic *Widescreen*Pano*KeyGo*Night*,49.190 € (Brutto),9.572 km,1.991 cm³,225 kW (306 PS),Benzin,Automatik,-1,11/2019,5,4/5,Euro6d-TEMP,"Sportwagen / Coupé, Jahreswagen",1,Unfallfrei
Mercedes-Benz E 300 e AMG Comand+360°+LED+ESHD+Fahrass+Widescr,45.460 € (Brutto),11.688 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,10/2019,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,-1
Mercedes-Benz GLC 43 AMG 4M Stdhzg Pano Burmester COMAND TV 9G,48.890 € (Brutto),27.524 km,2.996 cm³,270 kW (367 PS),Benzin,Automatik,-1,09/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz V 220 d EDITION Lang Panorama-Dach Distronic LED,49.939 € (Brutto),4.288 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,10/2019,8,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz GLA 250 e AMG Night+MBUX+RüKam+LED+AHK+El.Heckkl,47.146 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,11/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz GLA 250 e AMG MBUX+RüKam+LED+Pano+Totwinkel+19""",47.799 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,10/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 250 4M Coupé EDITION2020 AMG Night+MBUX+360°,46.385 € (Brutto),8.000 km,1.991 cm³,165 kW (224 PS),"Benzin, E10-geeignet",Automatik,-1,10/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 220 d EDITION Lang MBUX Distr Liegepaket,49.919 € (Brutto),216 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,06/2020,7,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz C 300 EDITION19 AMG Night+Comand+RüKam+MLED+Pano,45.650 € (Brutto),4.399 km,1.991 cm³,190 kW (258 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz Vito 116 Tourer PRO Edition Lang,46.200 € (Brutto),10.000 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,07/2020,8,4/5,Euro6d-TEMP,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 250 d AVANTGARDE EDITION Lg Distr Comand 360°C,47.640 € (Brutto),14.044 km,2.143 cm³,140 kW (190 PS),Diesel,Automatik,-1,04/2019,7,4/5,Euro6c,Van / Minibus,-1,Unfallfrei
Mercedes-Benz GLA 250 4M AMG Night+MBUX+RüKam+LED+Pano+Distron,45.868 € (Brutto),8.971 km,1.991 cm³,165 kW (224 PS),"Benzin, E10-geeignet",Automatik,-1,05/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 300 e T AMG Night+COMAND+360+LED+Pano+Totwinke,46.455 € (Brutto),10.388 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,11/2019,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 220 d T AMG Night+Comand+360°+LED+Pano+AHK+HUD,48.866 € (Brutto),24.381 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,01/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz V 250 d EDITION Lang DISTRO COMAND LED Easy-Pack,47.840 € (Brutto),13.450 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,11/2019,6,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz V 220 d EDITION Lang 7Sitz Liegepaket Stndhzg,45.840 € (Brutto),20.950 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,07/2019,7,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz GLB 250 4M AMG Night+MBUX+360°+LED+Pano+Distroni,49.490 € (Brutto),7.590 km,1.991 cm³,165 kW (224 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 500 e 4M AMG 360° Pano COMAND ILS LED EDW,48.790 € (Brutto),58.279 km,2.996 cm³,245 kW (333 PS),Hybrid (Benzin/Elektro),Automatik,-1,11/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz CLA 250 e EDITION 2020 AMG Night+MBUX+RüKam+LED,47.899 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,11/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 43 AMG 4M Panorama Distronic Keyless LED-ILS,45.960 € (Brutto),42.170 km,2.996 cm³,270 kW (367 PS),Benzin,Automatik,-1,08/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz GLB 200 d 4M AMG Night+MBUX+RüKam+M-LED+Pano+AHK,48.082 € (Brutto),10.640 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,09/2020,7,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 35 AMG 4M Edition1.Fahrass.Pano.Multi.HuD.Burm,46.990 € (Brutto),14.605 km,1.991 cm³,225 kW (306 PS),Benzin,Automatik,-1,06/2019,5,4/5,Euro6,Limousine,1,-1
Mercedes-Benz GLA 250 e PROGRESSIVE MBUX+RüKam+LED+Fahrassiste,46.556 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,11/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLA 250 e AMG Night+MBUX+RüKam+LED+Distro+Panora,46.848 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,09/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 220 d 4M AMG Night+MBUX+RüKam+LED+El.Heck+20,48.947 € (Brutto),8.000 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz V 250 d extralang 4M Avantgarde Edition 360°,49.990 € (Brutto),46.190 km,2.143 cm³,140 kW (190 PS),Diesel,Automatik,-1,10/2018,8,4/5,Euro6c,Van / Minibus,1,-1
Mercedes-Benz GLB 200 d AMG Distr. HUD LED Kamera Laderaump,46.051 € (Brutto),9.641 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,05/2020,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz E 400 d 4M T AMG line Panodach/Comand/360Kamera/,48.070 €,29.997 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,09/2018,5,4/5,Euro6d-TEMP,Kombi,2,Unfallfrei
Mercedes-Benz C 63 AMG Designo/Pano/Driv.Package/Perform.Abgas,48.900 € (Brutto),71.399 km,3.982 cm³,350 kW (476 PS),Benzin,Automatik,-1,06/2016,5,4/5,Euro6,Limousine,-1,-1
Mercedes-Benz CLA 200 Cp. AMG LED Night Kamera Spurhalt-Ass,47.560 € (Brutto),8.500 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,12/2020,-1,4/5,Euro6d,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz SL 65 AMG DEUTSCHES FAHRZEUG 2.HAND SLR GEPFLEGT,49.900 €,161.111 km,5.981 cm³,450 kW (612 PS),Benzin,Automatik,-1,06/2005,2,2/3,Euro4,Cabrio / Roadster,2,Unfallfrei
Mercedes-Benz E 400 d 4Matic ACC*HUD*360°*BURMESTER*EXCLUSIVE,46.990 € (Brutto),22.300 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,10/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz GLE 350 d 4M AMG Distr. COMAND ILS LED SHD HUD,45.890 € (Brutto),52.121 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,12/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz E 43 AMG T 4M Fahrass.Wide.HuD.COM.Pano.Night,48.205 € (Brutto),44.319 km,2.996 cm³,295 kW (401 PS),"Benzin, E10-geeignet",Automatik,-1,06/2017,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz C 63 AMG COMMAND.LED.Night.Park-Ass.Kamera,46.154 € (Brutto),54.379 km,3.982 cm³,350 kW (476 PS),"Benzin, E10-geeignet",Automatik,-1,12/2017,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz GLC 220 d Cp. 4M AMG Distr. SHD LED Kamera 9G,46.890 € (Brutto),25.354 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,03/2020,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,1,-1
Mercedes-Benz GLE 350 d 4M. AMG Coupe|Pano|LM21|Distr+|Cam|AHK,46.790 € (Brutto),90.499 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,04/2016,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz GLC 200 Cp. 4M AMG 360° Multibeam EDW SpurPak,48.990 € (Brutto),5.363 km,1.991 cm³,145 kW (197 PS),Benzin,Automatik,-1,09/2019,5,4/5,Euro6,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz B 250 4M AMG 360° Stdhzg Pano Multibeam Night,45.900 € (Brutto),8.500 km,1.991 cm³,165 kW (224 PS),Benzin,Automatik,-1,11/2020,-1,4/5,Euro6d,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 300 d T AMG+LED+elektr. SD+NAVI+AHK+PDC/KAMERA,46.009 € (Brutto),27.900 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,01/2020,5,4/5,Euro6d-TEMP,"Kombi, Jahreswagen",1,Unfallfrei
Mercedes-Benz V 220 d ED/L Liegepaket 7 Sitze DAB Standhzg LED,47.599 € (Brutto),10.500 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,07/2019,7,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz GLE 350 d 4M Coupé AMG+SITZKLIMA+COMAND+AHK+SPUR,46.060 € (Brutto),68.000 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,02/2016,5,4/5,Euro6,Sportwagen / Coupé,-1,Unfallfrei
Mercedes-Benz E 400 4M Coupé COMAND+MULTIBEAM+SOUND+360°...,49.899 €,47.800 km,2.996 cm³,245 kW (333 PS),Benzin,Automatik,-1,08/2017,4,2/3,Euro6,Sportwagen / Coupé,-1,-1
Mercedes-Benz E 300 de T Avantgarde WideScreen Burmester LED,49.990 € (Brutto),15.817 km,1.950 cm³,143 kW (194 PS),Hybrid (Diesel / Elektro),Automatik,-1,12/2019,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz G -Modell Station G 350 BlueTec*KAMERA*SCHIEBEDA,45.900 €,132.226 km,2.987 cm³,155 kW (211 PS),Diesel,Automatik,-1,04/2013,5,4/5,Euro5,SUV / Geländewagen / Pickup,-1,Unfallfrei
Mercedes-Benz GLC 43 AMG 4M Fahrass Pano Burmester Distr. HUD,46.890 € (Brutto),44.475 km,2.996 cm³,270 kW (367 PS),Benzin,Automatik,-1,11/2016,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz CLS 350 d Cp. 4M AMG WideScreen 360° Multibeam,48.990 €,56.101 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,12/2018,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz A 35 4M AERO*BEAM*PANO*SOUND*RFK*AMBIENTE*MEMO,46.240 € (Brutto),21.066 km,1.991 cm³,225 kW (306 PS),Benzin,Automatik,2019,12/2019,5,4/5,Euro6d-TEMP,Limousine,1,-1
Mercedes-Benz GLE 350 GLE 350 d 4MATIC*AMG*312PS*TUNING*,48.103 € (Brutto),77.000 km,2.987 cm³,229 kW (311 PS),Diesel,Automatik,-1,10/2016,5,4/5,Euro6,Sportwagen / Coupé,2,Unfallfrei
"Mercedes-Benz GLC 220 d 4M, AHK schw., Memory, Distronic, 360°",49.770 € (Brutto),18.300 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,04/2020,5,4/5,Euro6d-TEMP,"SUV / Geländewagen / Pickup, Jahreswagen",1,Unfallfrei
"Mercedes-Benz E 300 de, - UMWELTBONUS !!! SHD, AHK schwenkb.,",45.880 €,8.890 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,06/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
"Mercedes-Benz E 300 d, 2x AMG, SHD, RFK, Totw., Navi, LED, SH,",45.490 € (Brutto),18.110 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,04/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",-1,Unfallfrei
Mercedes-Benz GLC 300 EQ AMG Line 4M Distronic+ LED MBUX 360°,49.980 € (Brutto),1.001 km,1.991 cm³,190 kW (258 PS),Benzin,Automatik,-1,08/2020,5,4/5,Euro6d-TEMP,"SUV / Geländewagen / Pickup, Jahreswagen",1,-1
Mercedes-Benz E 400 d AMG 4M 9G LED PANO COMAND DISTR 360° 19Z,47.900 € (Brutto),32.952 km,2.925 cm³,250 kW (340 PS),Diesel,Automatik,-1,03/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz E 200 AMG EXCLUSIVE DESIGNO PANO 3D H-UP KEY,49.890 €,420 km,1.991 cm³,135 kW (184 PS),Benzin,Automatik,2017,01/2018,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz V 220 V 220 ED/L,46.388 € (Brutto),10.787 km,2.143 cm³,120 kW (163 PS),Diesel,Automatik,-1,06/2019,8,4/5,Euro6,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz E 300 d Coupé AMG Line Night Pano LED RCam Wides,45.890 € (Brutto),13.966 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,07/2019,4,2/3,-1,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz Mercedes-Benz E 63 S AMG 4-Matic Limo KERAMIK,49.900 €,49.700 km,-1,430 kW (585 PS),Benzin,Automatik,-1,08/2013,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes Benz C63s AMG,46.500 €,54.000 km,-1,375 kW (510 PS),Benzin,Automatik,-1,09/2015,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz C 300 de T AVANTGARDE+AHK+DISTRONIC+COMAND+TOTW,45.870 € (Brutto),5.141 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,06/2020,5,4/5,Euro6d-TEMP,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz Mercedes E43 AMG,50.000 €,31.000 km,-1,295 kW (401 PS),Benzin,Automatik,-1,11/2017,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz V 300 d Avantgarde XL Navi*LEDils*AHK*DAB*8-Sitz,48.750 € (Brutto),15.692 km,1.950 cm³,176 kW (239 PS),Diesel,Automatik,2019,08/2019,8,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz Vito Elektro Tourer/lang PRO,46.284 € (Brutto),3.000 km,-1,85 kW (116 PS),Elektro,Automatik,2019,06/2019,9,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,-1
Mercedes-Benz Vito 250d Marco Polo Activity Edition NAVI PDC L,47.900 € (Brutto),11.000 km,2.143 cm³,140 kW (190 PS),Diesel,Automatik,2019,04/2020,5,4/5,Euro6c,"Van / Minibus, Vorführfahrzeug",1,-1
"Mercedes-Benz Sprinter 316 CDI/3665 Tourer 9-Sitzer Dachkli ,P",49.764 € (Brutto),3.800 km,2.143 cm³,120 kW (163 PS),Diesel,Automatik,2018,04/2020,4,2/3,Euro6,"Van / Minibus, Vorführfahrzeug",1,-1
Mercedes-Benz V 250 Avantgarde Edition Comand 360° Burmester,46.450 € (Brutto),45.950 km,2.143 cm³,140 kW (190 PS),Diesel,Automatik,-1,04/2018,7,4/5,Euro6,Van / Minibus,1,-1
Mercedes-Benz GLC 43 AMG 4M Navi Night Kamera Memory KeylessGo,48.990 € (Brutto),19.903 km,2.996 cm³,270 kW (367 PS),Benzin,Automatik,-1,09/2018,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz E 200 Cab. 4M AMG WideScreen Stdhzg Multibeam 9G,45.990 € (Brutto),19.919 km,1.991 cm³,145 kW (197 PS),"Benzin, E10-geeignet",Automatik,-1,01/2020,4,2/3,Euro6d-TEMP,Cabrio / Roadster,1,-1
Mercedes-Benz V 250 d 4M EDITION Kompakt Sportp. Comand Kamera,49.900 € (Brutto),44.941 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,09/2019,6,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
Mercedes-Benz E 300 de T AMG line Panodach/360Kamera/Distronic,47.910 € (Brutto),6.664 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,01/2020,5,4/5,Euro6d-TEMP,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz A 35 4M AMG Night Fahrass Sitzkl. Pano MBeam DAB,47.900 € (Brutto),18.213 km,1.991 cm³,225 kW (306 PS),"Benzin, E10-geeignet",Automatik,2019,09/2019,5,4/5,Euro6d-TEMP,Limousine,1,-1
Mercedes-Benz B 250 e AMG+Burmester+Distronic+Pano.-Dach+Night,48.490 € (Brutto),5.090 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,08/2020,5,4/5,-1,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 35 AMG 4M SB AMG Pano Night Multi Burm Ambi,46.899 € (Brutto),19.610 km,1.991 cm³,225 kW (306 PS),Benzin,Automatik,-1,11/2019,5,4/5,Euro6d-TEMP,"Kombi, Jahreswagen",1,Unfallfrei
Mercedes-Benz E 300 de T AMG Line Burmester/Memory/P.dach/DAB/,49.860 € (Brutto),17.815 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,07/2019,5,4/5,Euro6d-TEMP,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz E 220 d T 4M All-Terrain Avantgarde Comand/360Ka,45.780 € (Brutto),10.883 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,12/2019,5,4/5,Euro6d-TEMP,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz GLC 350 d 4M AMG Line Panorama Comand Standhzg.,47.950 € (Brutto),26.919 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,12/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz C 180 Cabriolet AMG Line Navi LED Rückfahrkamera,47.870 € (Brutto),9.000 km,1.497 cm³,115 kW (156 PS),"Benzin, E10-geeignet",Automatik,-1,10/2020,4,2/3,Euro6d-TEMP,"Cabrio / Roadster, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz Mercedes C43 AMG Designo PAGA HUD Pano Com...,45.950 €,40.830 km,-1,270 kW (367 PS),Benzin,Automatik,-1,10/2017,-1,-1,-1,Limousine,-1,-1
