carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz GLA 220 d 4M *URBAN*NAVI*KAMERA*LED*PARKASSIST*,24.990 €,42.901 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,07/2018,5,4/5,Euro6c,SUV / Geländewagen / Pickup,2,Unfallfrei
"Mercedes-Benz C 300 7G-TRONIC AMG Line/Pano/Navi Comand/19""Alu",28.450 € (Brutto),56.923 km,1.991 cm³,180 kW (245 PS),Benzin,Automatik,-1,04/2016,5,4/5,Euro6,Limousine,1,-1
"Mercedes-Benz E 220 d T Avantgarde,PDC,LED,Kamera,Widescreen",27.942 € (Brutto),74.785 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,10/2016,5,4/5,Euro6,Kombi,1,-1
Mercedes-Benz C 220 d T-Modell Avantgarde*Pano.-Dach*LED*AHK,27.979 €,45.205 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,01/2018,5,4/5,Euro6,Kombi,2,Unfallfrei
"Mercedes-Benz E 200 Cabriolet,Leder,Automatik,Park-Assist,Airs",25.650 €,67.131 km,1.991 cm³,135 kW (184 PS),"Benzin, E10-geeignet",Automatik,2014,03/2014,4,2/3,Euro6,Cabrio / Roadster,2,Unfallfrei
Mercedes-Benz B 200 d Urban Prog.Pano Navi PDC T-Leder Euro 6D,25.950 € (Brutto),49.540 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,05/2019,5,4/5,Euro6,Van / Minibus,1,-1
Mercedes-Benz Vito 116 Tourer Pro extralang 6d-Temp Autom AHK,27.590 € (Brutto),25.864 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,07/2019,9,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
"Mercedes-Benz E 220 d AVANTGARDE WIDESCREEN 19"" LED",25.900 € (Brutto),101.500 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,05/2016,5,4/5,Euro6,Limousine,2,-1
Mercedes-Benz C220d Cabrio AMG Line >LED+NAVI+PARKASS+SHZ+AHK+,26.650 € (Brutto),86.840 km,2.143 cm³,125 kW (170 PS),Diesel,Schaltgetriebe,-1,06/2017,4,2/3,Euro6,Cabrio / Roadster,1,-1
Mercedes-Benz C220d Cabrio 9G-Tr. >LEDER+NAVI+LED+SHZ+PARK+DAB,24.950 € (Brutto),105.980 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,05/2017,4,2/3,Euro6,Cabrio / Roadster,1,-1
Mercedes-Benz E 220 d T-Modell Avantgarde*RKF*AHK*Navi*LED*,25.880 €,139.000 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,2017,03/2017,5,4/5,Euro6,Kombi,2,Reparierter Unfallschaden
Mercedes-Benz GLC 220d 4Matic 9GT PANORAMA COMAND KEYLESS PDC,28.480 € (Brutto),102.000 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,09/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz CLA 180 AMG Harman Pano Exklusiv Night Rü,24.990 €,54.800 km,-1,90 kW (122 PS),Benzin,Automatik,-1,06/2017,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz SLC 180 Navi Airscarf TOTWINKEL PDC Var.Garantie,26.699 €,43.000 km,1.595 cm³,115 kW (156 PS),Benzin,Schaltgetriebe,-1,10/2016,2,2/3,Euro6,Cabrio / Roadster,1,Unfallfrei
Mercedes-Benz Sprinter 316 CDI/43 Maxi Koffer KLIMA #70T522,26.564 € (Brutto),64.673 km,2.143 cm³,120 kW (163 PS),Diesel,Schaltgetriebe,-1,04/2018,3,2/3,Euro6,Andere,1,Unfallfrei
Mercedes-Benz GLC 220 d 4X4 9G-TRONIC Exclusive NAVI KAMERA,27.950 € (Brutto),91.972 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,11/2016,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz A 180 d Kompaktlimousine Progr./7G/Navi/LED/Shz.,27.900 € (Brutto),11.369 km,1.461 cm³,85 kW (116 PS),Diesel,Automatik,2020,05/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz Mercedes Benz Shooting Brake CLS 220d AMG Line,25.400 €,82.880 km,-1,125 kW (170 PS),Diesel,Automatik,-1,07/2016,-1,4/5,Euro6,Limousine,2,-1
Mercedes-Benz Mercedes Benz CLS 350 W218 Tausch möglich,25.490 €,91.000 km,-1,225 kW (306 PS),Benzin,Automatik,-1,04/2012,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz C250 7G*AMG LINE*NIGHT*STANDHZ*DISTRONIC*360°*,28.700 €,66.000 km,1.991 cm³,155 kW (211 PS),Benzin,Automatik,-1,10/2015,5,4/5,Euro6,Limousine,1,-1
Mercedes-Benz A 200 Progressive Navi-Pro*AHK*Business-P*SHZ*,24.450 € (Brutto),22.330 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,2019,11/2019,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,-1
Mercedes-Benz V -Klasse V 200 CDI lang *NAVI*CAM*7-SITZER*ALU*,28.999 €,75.049 km,2.143 cm³,100 kW (136 PS),Diesel,Schaltgetriebe,-1,03/2015,7,4/5,Euro5,Van / Minibus,2,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake AMG Line AMG+PANO+LED+HK,24.980 €,50.372 km,1.595 cm³,115 kW (156 PS),Benzin,Automatik,-1,03/2017,5,4/5,Euro6,Kombi,2,Reparierter Unfallschaden
Mercedes-Benz A 200 AMG/Night/LED/PDC,24.949 € (Brutto),8.486 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,11/2018,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz SLK 350 (BlueEFFICIENCY) 7G-TRONIC,25.300 €,37.000 km,3.498 cm³,225 kW (306 PS),Benzin,Automatik,-1,03/2012,2,2/3,Euro5,Cabrio / Roadster,2,Unfallfrei
Mercedes-Benz C 180 d T-Modell Avantgarde/LED/Kamera/Navi/PDC,27.400 € (Brutto),21.760 km,1.598 cm³,90 kW (122 PS),Diesel,Automatik,-1,12/2018,5,4/5,Euro6d-TEMP,Kombi,1,Unfallfrei
Mercedes-Benz GLA 180 *URBAN*NAVI*PANORAMADACH*KAMERA*LED*PDC*,25.990 € (Brutto),11.991 km,1.595 cm³,90 kW (122 PS),Benzin,Automatik,-1,09/2019,5,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz B 200 *PROGRESSIVE*MBUX NAVI*PANORAMADACH*MEMORY,27.990 € (Brutto),13.777 km,1.332 cm³,120 kW (163 PS),Benzin,Schaltgetriebe,-1,08/2019,5,4/5,Euro6d-TEMP,Van / Minibus,1,Unfallfrei
"Mercedes-Benz B 220 d 4x4 DCT Urban/Edit. LED,Comand,Distronic",25.599 € (Brutto),18.989 km,2.143 cm³,130 kW (177 PS),Diesel,Automatik,-1,10/2017,5,4/5,Euro6,Van / Minibus,1,Unfallfrei
"Mercedes-Benz GLC 220 d 4M Navi,PDC,LED,Kamera,AHK,Autom.,SHZ",28.376 € (Brutto),56.998 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,12/2015,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz E 220d T 4 matic AVANTGARDE *COMAND*DIRSTRO*360,24.590 € (Brutto),154.500 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,10/2017,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz M -Klasse ML 350 CDI BlueTEC* AMG Line *21 Zoll*,28.900 €,106.000 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,11/2013,5,4/5,-1,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz Viano 3.0 CDI Avantgarde lang,24.244 € (Brutto),258.350 km,2.987 cm³,165 kW (224 PS),Diesel,Automatik,-1,03/2014,7,4/5,-1,Van / Minibus,1,Unfallfrei
Mercedes-Benz GLC 250 d 4Matic 9G-TRONIC,26.990 € (Brutto),117.568 km,2.143 cm³,150 kW (204 PS),Diesel,Automatik,2016,11/2016,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz C 200 d T G-Tronic Plus,25.998 €,9.999.999 km,2.143 cm³,100 kW (136 PS),Diesel,Automatik,-1,02/2016,5,4/5,Euro6,Kombi,-1,-1
Mercedes-Benz E 220 d*HEAD-UP*NAV*KAM*SHZ*WIDESCREEN*1.HAND*,28.761 €,80.000 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,05/2017,5,4/5,Euro6,Limousine,1,-1
Mercedes-Benz C 180 9G-TRONIC,28.500 €,30.000 km,1.595 cm³,115 kW (156 PS),Benzin,Automatik,-1,08/2018,5,4/5,Euro6d-TEMP,Limousine,2,Unfallfrei
Mercedes-Benz C 250 T CGI Avantgarde,24.999 €,49.987 km,1.991 cm³,155 kW (211 PS),Benzin,Automatik,2016,08/2016,5,4/5,Euro6,Kombi,2,-1
Mercedes-Benz Vito Tourer111 CDI Pro FWD lang/Klima/Navi/Kamer,25.500 € (Brutto),25.700 km,1.598 cm³,84 kW (114 PS),Diesel,Schaltgetriebe,-1,07/2019,8,4/5,Euro6,Van / Minibus,1,-1
"Mercedes-Benz E 350 T BE CDI AMG LINE LED-NAVI-DISTRO-KAM-19""",24.999 € (Brutto),94.900 km,2.987 cm³,185 kW (252 PS),Diesel,Automatik,2013,01/2014,5,4/5,Euro6,Kombi,-1,Unfallfrei
Mercedes-Benz E 220d 9G Tronic Avantgarde scheckheftgepf...,27.000 €,66.000 km,-1,143 kW (194 PS),Diesel,Automatik,-1,10/2016,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Viano 3.0 Ambiente Edition extralang Kamera AHK,28.490 € (Brutto),57.663 km,2.987 cm³,165 kW (224 PS),Diesel,Automatik,-1,08/2012,8,4/5,Euro5,Van / Minibus,1,Unfallfrei
Mercedes-Benz GLC 250 4Matic Exclusive Kamera*19*Headup*LED*Na,28.450 € (Brutto),95.400 km,1.991 cm³,155 kW (211 PS),Benzin,Automatik,2017,05/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz E 350 T BlueTEC 9G-Tronic LED~KAMERA~STANDHZG.~,25.500 €,99.500 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,10/2015,5,4/5,Euro6,Kombi,3,Unfallfrei
Mercedes-Benz C 300 T Hybrid AMG Panorama*LED*Navi*19*DAB*,26.750 € (Brutto),58.437 km,2.145 cm³,150 kW (204 PS),Hybrid (Benzin/Elektro),Automatik,-1,03/2016,5,4/5,Euro6,Kombi,1,-1
Mercedes-Benz GLC 350 d 4Matic Exclusive*1HD/AMG/Night/LED/TOP,28.999 € (Brutto),180.500 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,08/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz Mercedes GLA 4matic,25.900 €,25.500 km,-1,140 kW (190 PS),Benzin,Automatik,-1,05/2017,-1,-1,-1,SUV / Geländewagen / Pickup,-1,-1
"Mercedes-Benz S 500 CGI Lang Pano AMG 19"" Fond Entertainment",28.999 €,78.000 km,4.663 cm³,320 kW (435 PS),Benzin,Automatik,2012,09/2012,5,4/5,Euro5,Limousine,-1,-1
Mercedes-Benz ML 350 BlueTEC 4MATIC 7G-TRONIC,25.000 €,192.356 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,08/2015,5,4/5,Euro6,SUV / Geländewagen / Pickup,-1,Unfallfrei
Mercedes-Benz C 180 C -Klasse Lim. CGI Avantgarde,24.900 €,30.900 km,1.595 cm³,115 kW (156 PS),Benzin,Automatik,-1,03/2018,5,4/5,Euro6,Limousine,2,Unfallfrei
"Mercedes-Benz CLA 200 7G-DCT,Keyles Go,Kamera,AMG Felgen,Navi",24.000 €,26.000 km,1.595 cm³,115 kW (156 PS),Benzin,Automatik,-1,07/2018,5,4/5,Euro6,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz Lim. E 200 d Avangarde LED NAVI LEDER,26.900 € (Brutto),38.000 km,1.597 cm³,118 kW (160 PS),Diesel,Automatik,-1,11/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz GLK 350 CDI 4MATIC BE/AMG-SPORTPAKET/NAVI/AHK///,24.500 €,88.000 km,2.987 cm³,195 kW (265 PS),Diesel,Automatik,-1,04/2013,5,4/5,Euro5,SUV / Geländewagen / Pickup,-1,-1
Mercedes-Benz E 220d T 9G-TRONIC AVANTGARDE/DISTR./LED/COMAND/,28.900 € (Brutto),84.000 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,01/2017,5,4/5,Euro6,Kombi,1,-1
Mercedes-Benz C 250 d 4MATIC T AMG Line 7G-Tr/AHK/HEAD-UP/LED/,25.900 € (Brutto),120.000 km,2.143 cm³,150 kW (204 PS),Diesel,Automatik,-1,01/2016,5,4/5,Euro6,Kombi,1,-1
Mercedes-Benz C 220 d T AMG Line 7G-Tr./AHK/360°CAM/PANO-DACH/,25.900 € (Brutto),120.000 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,01/2017,5,4/5,Euro6,Kombi,1,-1
Mercedes-Benz C 220 d 4MATIC T AMG Line Aut./DISTR+/PANO-D/CAM,27.900 € (Brutto),60.000 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,01/2017,5,4/5,Euro6,Kombi,1,-1
"Mercedes-Benz B 220 d, Navi, LED",26.990 € (Brutto),17.593 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,06/2019,5,4/5,Euro6,Van / Minibus,1,Unfallfrei
Mercedes-Benz ML 350 BlueTEC 4MATIC 7G-TRONIC,26.890 €,123.000 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,08/2012,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz Sprinter 907 316 CDI,28.500 €,61.500 km,-1,120 kW (163 PS),Diesel,Schaltgetriebe,-1,04/2019,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Vito 116 CDI BT Mixto lang,25.900 € (Brutto),97.000 km,2.143 cm³,120 kW (163 PS),Diesel,Automatik,-1,10/2017,5,4/5,Euro6,Van / Minibus,2,-1
Mercedes-Benz MERCEDES BENZ CLA 220D AMG PAKET SHOOTING ...,24.999 €,61.500 km,-1,130 kW (177 PS),Diesel,Automatik,-1,09/2015,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz GLC 220 d 4M OffRoad-Ext. LED Navi Kamera SHZ Ei,28.745 € (Brutto),67.342 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,10/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz V -Klasse V 200/BT/d lang,25.990 €,96.800 km,2.143 cm³,100 kW (136 PS),Diesel,Schaltgetriebe,-1,07/2016,8,4/5,Euro6,Van / Minibus,-1,-1
Mercedes-Benz GLC 220 d 4Matic AHK+EASY PACK+ILS+NAVI+KAMERA,27.900 € (Brutto),78.316 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,08/2015,5,4/5,Euro6,SUV / Geländewagen / Pickup,-1,-1
Mercedes-Benz ML 350 CDI AMG Packet 21 Zoll AMG 300 PS,24.900 €,160.000 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,04/2012,5,4/5,Euro6,SUV / Geländewagen / Pickup,-1,Unfallfrei
"Mercedes-Benz GLA 250 4MATIC AMG Line AMG 19""1.HD Top Extras!",24.888 €,45.000 km,1.991 cm³,155 kW (211 PS),"Benzin, E10-geeignet",Automatik,-1,11/2015,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz B 200 d 7G-DCT UrbanStyle Edition,24.950 €,7.100 km,2.143 cm³,100 kW (136 PS),Diesel,Automatik,-1,07/2019,5,4/5,Euro6,Van / Minibus,2,Unfallfrei
Mercedes-Benz S -Klasse Lim. S 63 AMG Lang*20.Zoll*V.8*Pano*,24.999 €,169.100 km,6.208 cm³,386 kW (525 PS),Benzin,Automatik,-1,07/2009,5,4/5,Euro4,Limousine,-1,-1
Mercedes-Benz E 220 d 4Matic Multibeam 360° Burmester Distron,24.799 € (Brutto),124.987 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,08/2017,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz A 200 EDITION 19 Progressive/Navi/MBUX/Night-P.,28.980 € (Brutto),9.766 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,2020,02/2020,5,4/5,Euro6,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz C -Klasse Lim. C 200 Amg Sport Paket,25.990 € (Brutto),31.995 km,1.991 cm³,135 kW (184 PS),Benzin,Automatik,-1,03/2018,5,4/5,-1,Limousine,1,Unfallfrei
"Mercedes-Benz B 180 AMG Line, 7-G DCT, LED, Navi Premium",27.700 € (Brutto),20.324 km,1.332 cm³,100 kW (136 PS),"Benzin, E10-geeignet",Automatik,2020,05/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz Mercedes Benz E220d AMG Line Widescreen H...,25.899 €,180.000 km,-1,143 kW (194 PS),Diesel,Automatik,-1,06/2018,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz GLA 220 d 4M PEAK AMG/7G/LED/Kamera/Navigation/,27.750 €,32.919 km,2.143 cm³,130 kW (177 PS),Diesel,Automatik,-1,04/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,-1,-1
"Mercedes-Benz A 250 Sport 4M AMG,Navi,PDC,LED,PanoDach,Kamera",28.643 € (Brutto),78.105 km,1.991 cm³,160 kW (218 PS),Benzin,Automatik,-1,12/2016,5,4/5,Euro6,Limousine,1,-1
Mercedes-Benz Vito 116 CDI Tourer LED AHK 2xSchiebetürSitzheiz,26.900 €,66.439 km,2.143 cm³,120 kW (163 PS),Diesel,Schaltgetriebe,-1,11/2016,8,4/5,-1,Van / Minibus,1,Unfallfrei
Mercedes-Benz GLC 220 d 4MATIC Exclusive+LED+Kamera+Navi+PDC,26.869 € (Brutto),87.836 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,08/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz C 200 Avantgarde+LED+Kamera+Navi+PDC,24.889 € (Brutto),14.970 km,1.991 cm³,135 kW (184 PS),Benzin,Automatik,-1,11/2017,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz Vito 119 CDI KA extralang Klima Sortimo Euro 6 A,27.572 € (Brutto),91.153 km,2.143 cm³,140 kW (190 PS),Diesel,Automatik,-1,10/2017,2,4/5,-1,Van / Minibus,1,-1
Mercedes-Benz E -Klasse E 220 LED NAVI Kamera BT Avantgarde,27.990 €,62.370 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,01/2018,5,4/5,Euro6,Kombi,2,Unfallfrei
Mercedes-Benz Mercedes C200#AMG Line#Diamantgrill,25.499 €,26.500 km,-1,135 kW (184 PS),Benzin,Schaltgetriebe,-1,02/2018,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz GLC 250 d 4M Night Exclusive Distronic Comand,24.980 € (Brutto),169.900 km,2.143 cm³,150 kW (204 PS),Diesel,Automatik,-1,05/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz C 180 Avantgarde Multibeam+SHD+NAVI+KAMERA+SpurP,28.990 € (Brutto),26.183 km,1.497 cm³,115 kW (156 PS),Benzin,Automatik,-1,05/2020,5,4/5,Euro6d-TEMP,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz Vito 116 Tourer Pro extralang Autom. Navi 2.5to,28.890 € (Brutto),35.693 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,09/2019,9,4/5,-1,Van / Minibus,1,-1
Mercedes-Benz C 200 T CGI Avantgarde LED PANO NAVI eKLAPPE,25.280 €,44.694 km,1.991 cm³,135 kW (184 PS),Benzin,Automatik,-1,07/2017,5,4/5,Euro6,Kombi,-1,-1
Mercedes-Benz E 220d T Avantgarde COMAND*LEDER*LED*WIDESCREEN,24.950 € (Brutto),164.422 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,05/2017,5,4/5,Euro6,Kombi,1,-1
Mercedes-Benz B 200 LED+Memory+Kamera+PDC,26.880 € (Brutto),1.738 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,10/2019,5,4/5,Euro6d-TEMP,Kombi,-1,-1
Mercedes-Benz A 200 d Kompaktlimousine PDC,26.880 € (Brutto),13.006 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,10/2019,5,4/5,-1,Limousine,-1,-1
Mercedes-Benz E 220 d T 9G-TRONIC Avantgarde LED,28.990 € (Brutto),88.012 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,2017,05/2017,5,4/5,Euro6,Kombi,1,-1
Mercedes-Benz C 200 d AMG Panorama Navi LED Leder18 Zoll,27.800 € (Brutto),80.500 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,2018,09/2018,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz E 350 AVANTGARDE 4-MATIC MEMORY SCHIEBEDACH LED,26.990 €,82.166 km,2.987 cm³,185 kW (252 PS),Diesel,Automatik,-1,08/2014,5,4/5,-1,Limousine,2,Unfallfrei
Mercedes-Benz MB CLA 200d CDI AMG LED AUTOMATIK PARKASS....,26.850 €,28.500 km,-1,100 kW (136 PS),Diesel,Automatik,-1,07/2018,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes Benz Viano Ambiente 3.0 V6,26.199 €,104.948 km,-1,165 kW (224 PS),Diesel,Automatik,-1,01/2012,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz Mercedes Benz C 220 d Coupe AMG Line,28.700 €,100.000 km,-1,125 kW (170 PS),Diesel,Automatik,-1,02/2017,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz C 220 T d+AMG+Distronic+Burmester+Kamera+,26.999 € (Brutto),29.997 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,06/2018,5,4/5,Euro6,Kombi,1,-1
Mercedes-Benz C 180 T 7G-TRONIC Avantgarde,24.990 €,38.000 km,1.595 cm³,115 kW (156 PS),Benzin,Automatik,-1,12/2016,5,4/5,Euro6,Kombi,2,Unfallfrei
Mercedes-Benz Sprinter II 319 CDI Kasten HD-Klima+hinten-Xenon,28.900 € (Brutto),165.900 km,2.987 cm³,140 kW (190 PS),Diesel,Automatik,-1,03/2017,3,2/3,Euro6,Van / Minibus,-1,-1
Mercedes-Benz A 180 AMG*NaviPremium*MBUX*Pano*LED*Parkassi*Shz,28.350 € (Brutto),29.100 km,1.332 cm³,100 kW (136 PS),Benzin,Automatik,-1,05/2020,5,4/5,Euro6d,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz C 250 T Avantgarde LED/Navi/elektr.Heck/Kamera/S,25.980 €,89.340 km,1.991 cm³,155 kW (211 PS),Benzin,Automatik,-1,11/2016,5,4/5,Euro6,Kombi,2,-1
