carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz Mercedes Benz A170 CDI W168 Elegance,750 €,154.750 km,-1,66 kW (90 PS),Diesel,Schaltgetriebe,-1,11/1999,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz CLK 320,750 €,356.000 km,-1,160 kW (218 PS),Benzin,Automatik,-1,07/1998,4,2/3,Euro2,Sportwagen / Coupé,-1,-1
Mercedes-Benz a170 cdi mercedes,500 €,205.000 km,-1,77 kW (105 PS),Diesel,Automatik,-1,09/2003,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes-benz (Bastler oder Export),600 €,205.000 km,-1,110 kW (150 PS),Benzin,Automatik,-1,05/1998,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz Mercedes C 200 CDI Kombi TÜV 08/2020,999 €,250.000 km,-1,85 kW (116 PS),Diesel,Schaltgetriebe,-1,03/2003,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz Mercedes c 180,950 €,260.000 km,-1,103 kW (140 PS),Benzin,Schaltgetriebe,-1,04/2002,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz Auto für Winter A-Klasse 140 Avantgarde,850 €,103.225 km,-1,-1,Benzin,Schaltgetriebe,-1,05/2002,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes benz clk *FESTPREIS*,1.000 €,189.000 km,-1,-1,Benzin,Automatik,-1,07/1998,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz Mercedes E200 W210 Exportpreis,500 €,188.000 km,-1,100 kW (136 PS),Benzin,Schaltgetriebe,-1,04/1998,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes Benz C 220 CDI,950 €,330.203 km,-1,-1,Diesel,Schaltgetriebe,-1,12/2000,-1,-1,-1,Limousine,-1,-1
"Mercedes-Benz Mercedes Vaneo 1,9 Benziner",750 €,188.000 km,-1,92 kW (125 PS),Benzin,Schaltgetriebe,-1,12/2003,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz Mercedes Benz A170 CDI TÜV 02/22,999 €,165.000 km,-1,70 kW (95 PS),Diesel,Schaltgetriebe,-1,05/2002,-1,-1,-1,Limousine,-1,-1
"Mercedes-Benz Mercedes Vaneo, 1.7CDI, Erster Besitzer!",990 €,356.000 km,-1,67 kW (91 PS),Diesel,Schaltgetriebe,-1,02/2004,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz Mercedes E320cdi W210 mit Tüv X-Modell,880 €,480.500 km,-1,145 kW (197 PS),Diesel,Automatik,-1,03/2002,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz MERCEDES BENZ C200 DIESEL MOTOR GETRIEBE S...,999 €,256.000 km,-1,-1,Diesel,Schaltgetriebe,-1,01/2000,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes CLK 200 Kompressor Avantgarde,990 €,235.000 km,-1,120 kW (163 PS),Benzin,Schaltgetriebe,-1,02/2004,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz Mercedes A 140 TÜV neu 8 Fach Bereift,980 €,192.345 km,-1,-1,Benzin,Schaltgetriebe,-1,02/2000,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes Benz a140,800 €,195.000 km,-1,60 kW (82 PS),Benzin,Schaltgetriebe,-1,06/2000,-1,-1,-1,Andere,-1,-1
Mercedes-Benz A Klasse Mercedes,500 €,192.000 km,-1,-1,Diesel,Automatik,-1,12/2001,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes A140 WINTERAUTO,650 €,160.000 km,-1,-1,Benzin,Schaltgetriebe,-1,08/2000,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes A160 zu Verkaufen ohne TÜV!,650 €,101.000 km,-1,-1,Benzin,Schaltgetriebe,-1,07/1999,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes E320 T Modell Avantgarde Bastler/...,850 €,409.432 km,-1,165 kW (224 PS),Benzin,Automatik,-1,10/1997,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz A 140 Classic,850 €,200.000 km,1.397 cm³,60 kW (82 PS),Benzin,Schaltgetriebe,-1,04/1998,5,4/5,Euro2,Limousine,2,"Unfallfrei, Nicht fahrtauglich"
Mercedes-Benz C 200 CDI .automatgtriben,500 €,274.000 km,-1,85 kW (116 PS),Diesel,Automatik,-1,07/2002,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz A -Klasse A 160 L Automatik,790 €,309.190 km,1.595 cm³,75 kW (102 PS),Benzin,Automatik,-1,12/2001,5,4/5,Euro3,Limousine,1,-1
"Mercedes-Benz Mercedes A Klasse 170 Cdi Avantgarde, sehr...",750 €,177.500 km,-1,70 kW (95 PS),Diesel,Schaltgetriebe,-1,06/2003,-1,-1,-1,Andere,-1,-1
"Mercedes-Benz Mercedes Vaneo 1,9 Benzin Tuv bis 10.2021",700 €,310.000 km,-1,-1,Benzin,Schaltgetriebe,-1,12/2003,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz A 140 A 140 ELEGANCE*TÜV 08/2021,650 €,169.000 km,1.397 cm³,60 kW (82 PS),Benzin,Schaltgetriebe,-1,08/1998,5,4/5,Euro4,Van / Minibus,2,Unfallfrei
Mercedes-Benz Mercedes Benz A 140,899 €,138.000 km,-1,53 kW (72 PS),Benzin,Schaltgetriebe,-1,07/2000,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes Benz C 220 Motor Getriebe einwand...,599 €,150.000 km,-1,-1,Diesel,Automatik,-1,12/2001,-1,-1,-1,Kombi,-1,-1
"Mercedes-Benz Mercedes Benz, AUTO MUSS HEUTE WEG!!",900 €,300.000 km,-1,-1,Benzin,Automatik,-1,12/1999,-1,-1,-1,Andere,-1,-1
Mercedes-Benz A 140 Fun *Klimaanlage* Leichtmetallfelgen,999 €,223.000 km,1.397 cm³,60 kW (82 PS),Benzin,Schaltgetriebe,-1,08/2000,5,4/5,-1,Kleinwagen,5,-1
Mercedes-Benz Mercedes clk 320 (AUTO MUSS HEUTE WEG!!),1.000 €,300.000 km,-1,-1,Benzin,Automatik,-1,12/1999,-1,-1,-1,Andere,-1,-1
Mercedes-Benz 200,1.000 €,180.000 km,2.000 cm³,100 kW (136 PS),Benzin,Schaltgetriebe,-1,12/1995,5,4/5,Euro4,Limousine,3,Unfallfrei
Mercedes-Benz A 170 A 170 CDI (168.009),500 €,253.000 km,1.689 cm³,70 kW (95 PS),Diesel,Schaltgetriebe,-1,05/2002,5,4/5,Euro3,Limousine,-1,Unfallfrei
Mercedes-Benz Mercedes Benz A190,600 €,174.000 km,-1,92 kW (125 PS),Benzin,Schaltgetriebe,-1,01/2001,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes A160,700 €,233.100 km,-1,-1,Benzin,Schaltgetriebe,-1,05/2002,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz CLK 200 Coupe·Schiebedach·Klima·Tempomat,950 €,203.000 km,1.998 cm³,100 kW (136 PS),Benzin,Schaltgetriebe,-1,09/1999,-1,2/3,Euro4,Sportwagen / Coupé,4,-1
Mercedes-Benz Mercedes Benz C180 W202,1.000 €,128.000 km,-1,90 kW (122 PS),Benzin,Schaltgetriebe,-1,07/1997,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes-Benz A160,650 €,215.059 km,-1,-1,Benzin,Schaltgetriebe,-1,06/2000,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes a klasse 170,600 €,200.000 km,-1,-1,Diesel,Schaltgetriebe,-1,10/2003,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes A 140,1.000 €,185.000 km,-1,44 kW (60 PS),Benzin,Schaltgetriebe,-1,07/2000,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz 230,684 € (Brutto),300.000 km,-1,-1,Benzin,-1,-1,06/1996,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz CLK Coupe 320 Avantgarde,990 €,290.000 km,3.199 cm³,160 kW (218 PS),Benzin,Automatik,-1,05/2000,4,2/3,Euro2,Sportwagen / Coupé,3,Nicht fahrtauglich
Mercedes-Benz Mercedes e200,1.000 €,320.000 km,-1,100 kW (136 PS),Benzin,Schaltgetriebe,-1,07/1997,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes Benz A190 Elegance,700 €,176.400 km,-1,92 kW (125 PS),Benzin,Automatik,-1,11/2003,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes E320 Cdi mit TÜV,999 €,500.000 km,-1,-1,Diesel,Automatik,-1,04/2002,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz Mercedes A klasse 1.6,600 €,245.482 km,-1,-1,Benzin,Schaltgetriebe,-1,01/2000,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes A140 *TÜV 6/21* Rentnerfahrzeug,650 €,251.000 km,-1,60 kW (82 PS),Benzin,Schaltgetriebe,-1,08/2001,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes c220 cdi,999 €,335.000 km,-1,105 kW (143 PS),Diesel,Automatik,-1,11/2001,-1,-1,-1,Kombi,-1,-1
"Mercedes-Benz CLK Coupe 200/Klimaanlage,El-Glas Schiebedach",950 €,352.000 km,1.998 cm³,100 kW (136 PS),Benzin,Schaltgetriebe,-1,10/1997,-1,2/3,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz Hiermit verkaufe ich meine Mercedes A-Klas...,700 €,111.000 km,-1,-1,Benzin,Automatik,-1,05/2001,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz A 140 L Classic mit Panoramadach (8fach bereift),850 €,170.000 km,1.397 cm³,60 kW (82 PS),Benzin,Schaltgetriebe,-1,05/2003,5,4/5,Euro3,Limousine,-1,-1
"Mercedes-Benz Mercedes a160,tüv neu,neu teile,scheckheft...",850 €,250.000 km,-1,75 kW (102 PS),Benzin,Schaltgetriebe,-1,12/2001,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Autoverkauf,900 €,344.089 km,-1,92 kW (125 PS),Benzin,Schaltgetriebe,-1,04/1997,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz MERCEDES A 150,900 €,235.000 km,-1,74 kW (101 PS),Benzin,Schaltgetriebe,-1,03/2005,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes CDI 270 Avantgarde,900 €,298.000 km,-1,125 kW (170 PS),Diesel,Automatik,-1,11/2002,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz Mercedes Benz A160 Avantgarde,800 €,210.000 km,-1,75 kW (102 PS),Benzin,Schaltgetriebe,-1,12/2001,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes Benz A160 Elegance,600 €,165.000 km,-1,75 kW (102 PS),Benzin,Schaltgetriebe,-1,12/2000,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes e200,750 €,220.000 km,-1,-1,Benzin,Schaltgetriebe,-1,12/2000,-1,-1,-1,Andere,-1,-1
Mercedes-Benz C 180 Kompressor Classic,900 €,299.900 km,1.796 cm³,105 kW (143 PS),Benzin,Schaltgetriebe,-1,01/2003,5,4/5,Euro4,Limousine,3,-1
Mercedes-Benz MOTOR UND GETRIEBE GUT,900 €,570.849 km,-1,-1,Diesel,Automatik,-1,12/2004,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz A 160 Elegance,600 €,165.000 km,1.598 cm³,75 kW (102 PS),Benzin,Schaltgetriebe,-1,12/2000,5,4/5,Euro2,Limousine,-1,-1
Mercedes-Benz Mercedes vaneo 1.6 Benzin,750 €,185.952 km,-1,55 kW (75 PS),Benzin,Schaltgetriebe,-1,12/2003,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Ich verkaufe einen Mercedes c180 Benziner 1.8,700 €,230.000 km,-1,-1,Benzin,Schaltgetriebe,-1,04/2003,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz A -Klasse A 170 CDI,900 €,320.000 km,1.689 cm³,70 kW (95 PS),Diesel,Schaltgetriebe,-1,04/2002,5,4/5,Euro3,Limousine,2,Unfallfrei
"Mercedes-Benz Mercedes Vaneo, seltenes Sondermodell ""Ima...",750 €,328.100 km,-1,67 kW (91 PS),Diesel,Schaltgetriebe,-1,09/2004,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz Mercedes Benz A140,650 €,183.000 km,-1,60 kW (82 PS),Benzin,Schaltgetriebe,-1,11/2000,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes 290 TD Turbodiesel W210 S210 Eleg...,965 €,395.712 km,-1,95 kW (129 PS),Diesel,Schaltgetriebe,-1,03/1997,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz Mercedes Benz A140 A Klasse W168,777 €,165.000 km,-1,74 kW (101 PS),Benzin,Schaltgetriebe,-1,08/2001,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz E -Klasse T-Modell E 240 T KLIMA AHK TÜV 12/2021,999 €,245.000 km,2.398 cm³,125 kW (170 PS),Benzin,-1,-1,10/1998,5,4/5,Euro3,Kombi,3,Unfallfrei
Mercedes-Benz 201,950 €,186.632 km,1.800 cm³,80 kW (109 PS),Benzin,Schaltgetriebe,-1,01/1993,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes A 210 Sitzheizung/Klima/Soundsyst...,1.000 €,210.000 km,-1,103 kW (140 PS),Benzin,Schaltgetriebe,-1,11/2002,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz C 180 CLASSIC Klima Tempomat Alu TÜV 07.21,999 €,185.000 km,1.998 cm³,95 kW (129 PS),Benzin,Schaltgetriebe,-1,04/2002,5,4/5,Euro4,Limousine,2,Unfallfrei
Mercedes-Benz A 160 Avantgarde Teilleder,799 €,200.000 km,1.598 cm³,75 kW (102 PS),Benzin,Schaltgetriebe,-1,12/1999,5,4/5,Euro4,Limousine,-1,-1
Mercedes-Benz A-Klasse Avangarde,1.000 €,243.345 km,-1,70 kW (95 PS),Diesel,Automatik,-1,08/2001,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes Benz A 160,999 €,149.250 km,-1,53 kW (72 PS),Benzin,Automatik,-1,01/2000,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes C Klasse,900 €,250.000 km,-1,90 kW (122 PS),Benzin,Schaltgetriebe,-1,06/1997,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes C Klasse,900 €,250.000 km,-1,90 kW (122 PS),Benzin,Schaltgetriebe,-1,06/1997,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes Vaneo 1.9 Ambiente *Benzin*AHK*TÜV*,799 €,214.500 km,-1,92 kW (125 PS),Benzin,Schaltgetriebe,-1,11/2002,-1,-1,-1,Van / Minibus,-1,-1
Mercedes-Benz Mercedes A Klasse W168 L160,950 €,183.500 km,-1,92 kW (125 PS),Benzin,Schaltgetriebe,-1,12/2002,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes A-Klasse 170 TÜV 21/9 Tausch Mög...,959 €,235.000 km,-1,74 kW (101 PS),Diesel,Automatik,-1,07/2002,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz E 220 T CDI-AUTOMATIK,900 €,290.000 km,2.148 cm³,105 kW (143 PS),Diesel,Automatik,-1,07/2003,5,4/5,-1,Kombi,-1,-1
Mercedes-Benz Mercedes C200 CDI,1.000 €,320.000 km,-1,-1,-1,Schaltgetriebe,-1,10/2004,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes C 200 CDI zuverkaufen,850 €,340.000 km,-1,85 kW (116 PS),Diesel,Automatik,-1,07/2003,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz Mercedes zu Verkaufen,650 €,205.000 km,-1,-1,Benzin,Automatik,-1,04/1999,-1,-1,-1,Kombi,-1,-1
"Mercedes-Benz 2X CLK 230 Kompressor Bj, 1999 Automatik",1.000 €,175.000 km,-1,142 kW (193 PS),Benzin,Automatik,-1,07/1999,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz Mercedes Benz A 180 Diesel Getriebeproblem,550 €,260.000 km,-1,85 kW (116 PS),Diesel,Automatik,-1,06/2006,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz C 200 T Elegance,1.000 €,265.000 km,1.998 cm³,100 kW (136 PS),Benzin,Schaltgetriebe,-1,01/1998,5,4/5,Euro2,Kombi,3,-1
Mercedes-Benz Mercedes A Klasse,680 €,200.000 km,-1,-1,Benzin,Schaltgetriebe,-1,08/1999,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz DB - A- KLASSE - 170 CDI - Silbermet.- 1 R...,885 €,238.000 km,-1,66 kW (90 PS),Diesel,Schaltgetriebe,-1,10/1999,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes a Klasse 1.7 CDI preis ist vb,550 €,234.000 km,-1,66 kW (90 PS),Diesel,Schaltgetriebe,-1,12/2000,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes A140 Avantgarde,700 €,175.000 km,-1,-1,Benzin,Schaltgetriebe,-1,08/1999,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes-Benz A180 CDI W169 6-Gang ***F...,799 €,258.258 km,-1,80 kW (109 PS),Diesel,Schaltgetriebe,-1,02/2006,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Biete Mercedes Benz c200 Kompressor,1.000 €,165.000 km,-1,120 kW (163 PS),Benzin,Schaltgetriebe,-1,03/2003,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz Mercedes Benz E320 T Viermatic,850 €,266.000 km,-1,165 kW (224 PS),Benzin,Automatik,-1,01/2003,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes A-Klasse HU bis 05/21,600 €,163.220 km,-1,75 kW (102 PS),Benzin,Schaltgetriebe,-1,08/1999,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz A -Klasse A 200,899 €,263.122 km,2.034 cm³,100 kW (136 PS),Benzin,Schaltgetriebe,-1,08/2004,5,4/5,Euro4,Van / Minibus,2,Unfallfrei
Mercedes-Benz Verkaufe für Export,1.000 €,433.671 km,-1,-1,-1,-1,-1,10/2000,-1,-1,-1,Andere,-1,-1
Mercedes-Benz Mercedes Benz C Klasse 200 CDI,850 €,224.727 km,-1,90 kW (122 PS),Diesel,Schaltgetriebe,-1,09/2003,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz Mercedes-Benz A Klasse 140 Benzin,500 €,199.800 km,-1,60 kW (82 PS),Benzin,Schaltgetriebe,-1,04/2001,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz C -Klasse Lim. C 200 Kompressor Scheckheft,1.000 €,233.808 km,1.998 cm³,120 kW (163 PS),Benzin,Schaltgetriebe,-1,09/2001,5,4/5,Euro4,Limousine,-1,-1
Mercedes-Benz Mercedes 124 250D tausch,750 €,420.000 km,-1,-1,Diesel,Schaltgetriebe,-1,08/1993,-1,-1,-1,Kombi,-1,-1
Mercedes-Benz Mercedes cKlasse 220 cdi mit EPC Fehler fü...,550 €,280.000 km,-1,110 kW (150 PS),Diesel,Automatik,-1,07/2002,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz E 200 AVANTGARDE / XENON,780 €,148.000 km,1.998 cm³,100 kW (136 PS),Benzin,Schaltgetriebe,-1,01/1999,5,4/5,Euro3,Limousine,3,-1
Mercedes-Benz Mercedes Benz A 190 AHK Avantgarde TÜV 04/...,750 €,200.000 km,-1,92 kW (125 PS),Benzin,Automatik,-1,04/2002,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz C270 cdi Avantgarde,850 €,376.198 km,-1,125 kW (170 PS),Diesel,Automatik,-1,02/2002,-1,-1,-1,Kombi,-1,-1
