carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz SLK 200 Kompressor,3.499 €,231.000 km,1.998 cm³,120 kW (163 PS),Benzin,Schaltgetriebe,-1,04/2003,2,2/3,Euro4,Cabrio / Roadster,2,Unfallfrei
Mercedes-Benz Mercedes e280 cdi,3.100 €,323.500 km,-1,130 kW (177 PS),Diesel,Automatik,-1,05/2004,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes Benz ML 500,3.900 €,380.000 km,-1,215 kW (292 PS),Benzin,Automatik,-1,12/2002,-1,-1,-1,SUV / Geländewagen / Pickup,-1,-1
Mercedes-Benz Mercedes e280 cdi,3.100 €,323.500 km,-1,130 kW (177 PS),Diesel,Automatik,-1,05/2004,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes Benz ML 500,3.900 €,380.000 km,-1,215 kW (292 PS),Benzin,Automatik,-1,12/2002,-1,-1,-1,SUV / Geländewagen / Pickup,-1,-1
Mercedes-Benz E 220 T CDI Automatik Avantgarde,3.199 €,497.000 km,2.148 cm³,110 kW (150 PS),Diesel,Automatik,-1,03/2005,5,4/5,Euro4,Kombi,4,-1
Mercedes-Benz E 240T Avantgarde+LPG Gas+Leder+Comand+Xenon+AHK,3.990 €,269.765 km,2.597 cm³,130 kW (177 PS),Autogas (LPG),Automatik,-1,04/2004,5,4/5,Euro4,Kombi,-1,-1
Mercedes-Benz M. Benz C 220 cdi 2 Hand Tüv bis feb.2022,3.999 €,218.000 km,-1,110 kW (150 PS),Diesel,Schaltgetriebe,-1,05/2006,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Mercedes Viano 2.2 cdi 6 platze,4.000 €,400.000 km,-1,110 kW (150 PS),Diesel,Automatik,-1,11/2005,-1,-1,-1,Andere,-1,-1
Mercedes-Benz A190 Lang Elegance Automatik Leder Tempomat,3.950 €,101.148 km,1.898 cm³,92 kW (125 PS),Benzin,Automatik,2002,06/2002,5,4/5,Euro4,Limousine,-1,Unfallfrei
Mercedes-Benz Mercedes Benz C180 Kompressor,4.000 €,149.212 km,-1,104 kW (141 PS),Benzin,Schaltgetriebe,-1,09/2005,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz MERCEDES-BENZ AVANTGARDE E 280 CDI+EURO4+N...,3.500 €,276.000 km,-1,130 kW (177 PS),Diesel,Automatik,-1,12/2004,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz Autogas LPG,3.000 €,165.000 km,-1,59 kW (80 PS),Autogas (LPG),Schaltgetriebe,-1,04/2007,-1,-1,-1,Andere,-1,-1
Mercedes-Benz E-klasse 200 kompressor,3.200 €,276.000 km,-1,120 kW (163 PS),-1,Automatik,-1,04/2005,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz C -Klasse T-Modell C 180 T Kompressor,3.300 €,161.906 km,1.796 cm³,105 kW (143 PS),Benzin,Automatik,-1,04/2004,5,4/5,Euro4,Kombi,2,Unfallfrei
Mercedes-Benz A 160*Autom.*Klima*SHZ*EU5*8Fach Bereift*,3.900 €,177.255 km,1.498 cm³,70 kW (95 PS),Benzin,Automatik,-1,09/2010,5,4/5,Euro5,Kleinwagen,2,-1
Mercedes-Benz A 180 CDI TEMPOMAT ALUFELGEN METALLIC,3.450 €,162.300 km,1.991 cm³,80 kW (109 PS),Diesel,Schaltgetriebe,-1,09/2006,5,4/5,Euro4,Limousine,3,-1
Mercedes-Benz Mercedes A 160 CDI Klima TÜV 12/2022 Schec...,3.150 €,126.395 km,-1,63 kW (86 PS),Diesel,Schaltgetriebe,-1,11/2005,-1,-1,-1,Andere,-1,-1
Mercedes-Benz mercedes benz c klasse,3.200 €,408.000 km,-1,107 kW (145 PS),Diesel,Schaltgetriebe,-1,09/2005,-1,-1,-1,Kombi,-1,-1
"Mercedes-Benz MB B200, Benziner, 136PS, W245, BJ 2006",4.000 €,117.000 km,-1,100 kW (136 PS),Benzin,Schaltgetriebe,-1,09/2006,-1,-1,-1,Kleinwagen,-1,-1
Mercedes-Benz Mercedes C200 CDI Facelift Sport Edition. ...,3.500 €,339.000 km,-1,90 kW (122 PS),Diesel,Schaltgetriebe,-1,07/2007,-1,-1,-1,Limousine,-1,-1
Mercedes-Benz E -Klasse T-Modell E 220 T CDI,3.300 €,210.000 km,2.148 cm³,110 kW (150 PS),Diesel,Automatik,-1,08/2004,5,4/5,Euro4,Kombi,2,Reparierter Unfallschaden
Mercedes-Benz E 200 CDI frisch entrostet + TÜV,3.490 €,238.344 km,2.148 cm³,85 kW (116 PS),Diesel,Automatik,-1,02/2002,5,4/5,Euro3,Limousine,2,Unfallfrei
Mercedes-Benz A 150 Automatik-Klima-Allwetterreifen-el.FH-,3.900 €,164.000 km,1.498 cm³,70 kW (95 PS),Benzin,Automatik,-1,01/2007,5,2/3,Euro4,Limousine,-1,Unfallfrei
Mercedes-Benz Mercedes C 200 Kompressor,3.400 €,159.400 km,-1,120 kW (163 PS),Benzin,Schaltgetriebe,-1,11/2005,-1,-1,-1,Sportwagen / Coupé,-1,-1
