carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz S 350 BlueTEC / d Leder Navi Pano Kamera 1.Hand,34.990 € (Brutto),159.628 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,05/2015,5,4/5,Euro6,Limousine,1,-1
Mercedes-Benz GLC 350 d 4Matic Leder Navi Kamera AHK 1.Hand,34.990 € (Brutto),148.098 km,2.987 cm³,190 kW (258 PS),Diesel,Automatik,-1,11/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz C 220 d T Avantgarde WideScreen 360° Pano Distr,36.990 € (Brutto),12.986 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,11/2019,5,4/5,Euro6d-TEMP,Kombi,1,Unfallfrei
Mercedes-Benz GLC 350 e 4M Exclusive 360° Distr. LED AHK Navi,36.990 € (Brutto),49.800 km,1.991 cm³,155 kW (211 PS),Hybrid (Benzin/Elektro),Automatik,-1,11/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz Mercedes C300 Coupé AMG LINE,38.850 €,39.000 km,-1,172 kW (234 PS),Diesel,Automatik,-1,12/2018,-1,-1,-1,Sportwagen / Coupé,-1,-1
Mercedes-Benz V 250 lang BT Edition Sportpak Burmester Distr.,34.890 € (Brutto),56.140 km,2.143 cm³,140 kW (190 PS),Diesel,Automatik,-1,07/2017,7,4/5,-1,Van / Minibus,1,Unfallfrei
Mercedes-Benz E 350 AMG-Line RüKa/COMAND/LED/Sitzhzg/Parktr.,38.890 € (Brutto),37.630 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,05/2018,5,4/5,Euro6,Limousine,1,Unfallfrei
"Mercedes-Benz GLC 220 d 4M+AHK+Night+ILS+20""AMG-Vielspeichen+",36.990 € (Brutto),48.400 km,2.143 cm³,125 kW (170 PS),Diesel,Automatik,-1,01/2018,5,4/5,Euro6d,Van / Minibus,2,Unfallfrei
Mercedes-Benz CLA 180 PROGRESSIVE Night+MBUX+RüKam+LED+Totwink,34.899 € (Brutto),4.000 km,1.332 cm³,100 kW (136 PS),"Benzin, E10-geeignet",Automatik,-1,10/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz B 200 PROGRESSIVE Night+MBUX+RüKam+LED+ElHeck+18,35.999 € (Brutto),4.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,10/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 200 AMG Night+MBUX+RüKam+LED+Totwinkel+18""AMG",36.625 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,10/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 200 AMG Night+MBUX+RüKam+LED+Totwinkel+Spiegel,35.496 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,09/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 200 AMG Night+NaviPrem+RüKam+LED+Totwinkel+18""",35.496 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,09/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,-1
"Mercedes-Benz A 200 AMG Night+NaviPrem+RüKam+LED+Totwinkel+18""",35.496 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,09/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 200 AMG Night+NaviPrem+RüKam+LED+Totwinkel+18""",35.496 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,09/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 45 AMG Shooting Brake 4MATIC AMG-Styling LED,37.450 € (Brutto),50.980 km,1.991 cm³,280 kW (381 PS),Benzin,Automatik,-1,07/2018,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz CLA 45 AMG Shooting Brake 4MATIC RüKam./PanoDach,37.450 € (Brutto),40.570 km,1.991 cm³,280 kW (381 PS),Benzin,Automatik,-1,07/2018,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz E 220 d Avantgarde LED/Schiebedach/Totwinkel,35.850 € (Brutto),20.110 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,10/2019,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz C 220 d T 4MATIC Avantgarde AHK/Schiebedach/Totw,37.250 € (Brutto),8.310 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,12/2019,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz A 200 Lim. PROGRESSIVE Night+Navi.Prem+LED+Totwi,35.073 € (Brutto),9.204 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 200 Lim. PROGRESSIVE Night+MBUX+RüKam+LED+18""",34.625 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake PROGRESSIVE Navi.Prem+LED,36.299 € (Brutto),5.344 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,07/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 250 e EDITION Night+MBUX+360°+LED+Pano+DAB+18""",36.849 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,08/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz B 220 4M AMG Prem.Navi+RüKam+LED+Pano+Fahrass+18,37.799 € (Brutto),4.000 km,1.991 cm³,140 kW (190 PS),Benzin,Automatik,-1,07/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz B 220 4M AMG Prem.Navi+RüKam+LED+Pano+Fahrass+18,37.699 € (Brutto),6.734 km,1.991 cm³,140 kW (190 PS),"Benzin, E10-geeignet",Automatik,-1,07/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,-1
"Mercedes-Benz B 220 AMG Prem.Navi+RüKam+LED+Pano+Fahrass+19""LM",37.799 € (Brutto),5.714 km,1.991 cm³,140 kW (190 PS),"Benzin, E10-geeignet",Automatik,-1,07/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLA 200 d PROGRESSIVE MBUX-High+RüKam+LED+elHeck,37.303 € (Brutto),13.768 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,-1
Mercedes-Benz CLA 200 Shooting Brake d PROGRESSIVE PreNavi+LED,35.289 € (Brutto),5.543 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,-1
"Mercedes-Benz B 250 AMG Prem.Navi+RüKam+LED+Pano+Smartph+18""LM",38.699 € (Brutto),9.228 km,1.991 cm³,165 kW (224 PS),"Benzin, E10-geeignet",Automatik,-1,07/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz B 200 PROGRESSIVE Prem.Navi+RüKam+LED+Totwink+17,34.790 € (Brutto),8.171 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,07/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 180 Limousine PROGRESSIVE Prem.Navi+RüKam+LED,34.390 € (Brutto),11.726 km,1.332 cm³,100 kW (136 PS),"Benzin, E10-geeignet",Automatik,-1,07/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 200 d AMG Night+MBUX+RüKam+M-LED+Fahrassistenz,37.548 € (Brutto),5.695 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E200 9G Coupe AMG-Line *Widescreen*Ambiente*RFK*,36.850 €,34.500 km,1.991 cm³,135 kW (184 PS),Benzin,Automatik,-1,08/2017,4,2/3,Euro6,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz E 220d 9G AMG-Line *KeyGo*ACC*Widescreen*RFK*LED,36.777 € (Brutto),38.910 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,10/2018,5,4/5,Euro6d-TEMP,Limousine,2,Unfallfrei
Mercedes-Benz E 200 4MATIC AVANTGARDE RüKam/Sitzheizung/Navi/,37.240 € (Brutto),9.610 km,1.991 cm³,145 kW (197 PS),Benzin,Automatik,-1,11/2019,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake d PROGRESSIVE PreNavi+LED,34.660 € (Brutto),9.849 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,05/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake d PROGRESSIVE PreNavi+LED,35.748 € (Brutto),9.812 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,05/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,-1
Mercedes-Benz C 200 T AVANTGARDE Navi+RüKam+LED+Spurp.+el.Heck,36.760 € (Brutto),10.263 km,1.497 cm³,135 kW (184 PS),"Benzin, E10-geeignet",Automatik,-1,03/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 200 AMG Comand+RüKam+LED+ESHD+Distro+Totwinkel,34.999 € (Brutto),7.037 km,1.497 cm³,135 kW (184 PS),"Benzin, E10-geeignet",Automatik,-1,02/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz Vito 116 CDI Tourer PRO Lang AHK RF-Kamera,37.280 € (Brutto),38.000 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,09/2019,8,2/3,Euro6d-TEMP,"Van / Minibus, Vorführfahrzeug",1,-1
Mercedes-Benz CLA 220d AMG *Night*Pano*Widescreen*RFK*Keyless*,38.931 € (Brutto),19.700 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,11/2019,5,4/5,Euro6d,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz C220d 9G AMG*StHz*Dist*Luftf*Widescre*HuD*KeyGo*,35.854 € (Brutto),90.960 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,08/2018,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz C 220d 9G *AMG*Pano*HeadUp*RFK*Distr*Ambiente*,36.777 € (Brutto),44.600 km,1.950 cm³,143 kW (194 PS),Diesel,Automatik,-1,10/2018,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
Mercedes-Benz E 300d Avantgarde MULTIBEAM LED*COMAND*DISTRONIC,34.800 € (Brutto),21.700 km,1.950 cm³,180 kW (245 PS),Diesel,Automatik,-1,04/2019,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz B 200 AMG Night+MBUX+RüKam+LED+Totwinkel+Smartph,36.892 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,10/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 180 AMG Night+MBUX+RüKam+LED+Pano+Totwinkel+18,34.870 € (Brutto),8.000 km,1.332 cm³,100 kW (136 PS),Benzin,Automatik,-1,09/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz B 200 AMG Night+MBUX+RüKam+LED+Totwinkel+El.Heck,36.749 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,09/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 250 e PROGRESSIVE MBUX+RüKam+LED+Totwinkel+DAB,35.399 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,08/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake PROGRESSIVE MBUX+RüKa+Pan,35.469 € (Brutto),4.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 200 d PROGRESSIVE Night+Prem.Navi+RüKam+LED+18,34.599 € (Brutto),4.000 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLB 180 d AMG MBUX+Anhängerkupplung+8G-Automatik,37.635 € (Brutto),8.000 km,1.950 cm³,85 kW (116 PS),Diesel,Automatik,-1,11/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 220 AMG-Line LED/Schiebedach/Navi/Parktronic,36.990 € (Brutto),15.500 km,1.991 cm³,140 kW (190 PS),Benzin,Automatik,-1,08/2019,5,4/5,Euro6,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz B 220 4MATIC PROGRESSIVE Tempomat/MBUX/RüKa/LED/,35.990 € (Brutto),5.310 km,1.991 cm³,140 kW (190 PS),Benzin,Automatik,-1,06/2020,5,4/5,Euro6,Van / Minibus,1,Unfallfrei
Mercedes-Benz B 220 4MATIC Progressive Distronic/LED/Navigatio,34.990 € (Brutto),12.560 km,1.991 cm³,140 kW (190 PS),Benzin,Automatik,-1,02/2020,5,4/5,Euro6,Van / Minibus,1,Unfallfrei
"Mercedes-Benz A 180 d EDITION2020 AMG Night+MBUX+RüKam+LED+18""",36.249 € (Brutto),4.000 km,1.461 cm³,85 kW (116 PS),Diesel,Automatik,-1,11/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLC 250 d 4MATIC AMG-Line PanoDach/COMAND/RüKam/,36.990 € (Brutto),74.820 km,2.143 cm³,150 kW (204 PS),Diesel,Automatik,-1,11/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz Vito 116 Tourer PRO Extralang Navi DAB+ Klima,34.162 € (Brutto),24.063 km,1.950 cm³,120 kW (163 PS),Diesel,Automatik,-1,09/2019,9,4/5,Euro6d-TEMP,Van / Minibus,1,-1
Mercedes-Benz CLA 220 Coupé AMG-Line PanoDach/Tempoamt/RüKam./,37.970 € (Brutto),4.500 km,1.991 cm³,140 kW (190 PS),Benzin,Automatik,-1,08/2019,5,4/5,Euro6,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz CLA 180 PROGRESSIVE Distronic/360°/MBUX/Sitzhzg/,34.770 € (Brutto),10.500 km,1.332 cm³,100 kW (136 PS),Benzin,Automatik,-1,08/2019,5,4/5,Euro6,Sportwagen / Coupé,1,Unfallfrei
"Mercedes-Benz Sprinter 316 CDI Ka Hochdach Navi MBUX 3,5t",34.788 € (Brutto),28.112 km,2.143 cm³,120 kW (163 PS),Diesel,Schaltgetriebe,-1,05/2019,3,4/5,Euro6,Andere,1,Unfallfrei
Mercedes-Benz A 220 4MATIC AMG-Line Distronic/Navi-Premium-Pkt,34.770 € (Brutto),18.220 km,1.991 cm³,140 kW (190 PS),Benzin,Automatik,-1,06/2019,5,4/5,Euro6,Limousine,1,Unfallfrei
"Mercedes-Benz A 220 d EDITION2020 AMG Night+MBUX+RüKam+LED+19""",38.515 € (Brutto),8.000 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,09/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 200 EDITION2020 AMG Night+MBUX+RüKam+LED+Sound,34.098 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,09/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,-1
"Mercedes-Benz CLA 200 PROGRESSIVE MBUX+RüKam+LED+18""LM+Parktro",36.249 € (Brutto),5.466 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,07/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz CLA 200 PROGRESSIVE MBUX+RüKam+LED+18""LM+Parktro",36.449 € (Brutto),6.727 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,07/2020,5,4/5,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 200 Coupe AMG Night+Comand+RüKam+LED+Totwinkel,38.960 € (Brutto),12.256 km,1.497 cm³,135 kW (184 PS),"Benzin, E10-geeignet",Automatik,-1,01/2020,4,2/3,Euro6,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 220 Shooting Brake d AMG-LINE Rü.Kam/PanoDa,36.990 € (Brutto),10.230 km,1.950 cm³,140 kW (190 PS),Diesel,Automatik,-1,10/2019,5,4/5,Euro6,Kombi,1,Unfallfrei
Mercedes-Benz GLB 200 STYLE MBUX+RüKam+LED+Totwinkel+El.Heckkl,38.433 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,11/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 200 AMG NIGHT+MBUX+RüKam+LED+Totwinkel+18""AMG",34.400 € (Brutto),8.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,06/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 400 4MATIC Coupé AMG-LINE Rü.Kam/LED/Parktron,37.960 € (Brutto),18.700 km,2.996 cm³,245 kW (333 PS),Benzin,Automatik,-1,12/2016,4,2/3,Euro6,Sportwagen / Coupé,1,-1
Mercedes-Benz CLA 180 Shooting Brake PROGRESSIVE Night+MBUX+18,37.125 € (Brutto),8.000 km,1.332 cm³,100 kW (136 PS),"Benzin, E10-geeignet",Automatik,-1,10/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 200 Lim. AMG MBUX+RüKam+LED+AHK+Soundsystem+18,36.669 € (Brutto),4.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,07/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 250 e Lim.PROGRESSIVE Night+MBUX+360°+LED+Dist,38.738 € (Brutto),8.000 km,1.332 cm³,118 kW (160 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,07/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz CLA 200 Shooting Brake AMG Night+MBUX+RüKam+LED,38.299 € (Brutto),19.104 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,06/2020,5,4/5,Euro6,"Kombi, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLB 200 STYLE Night+MBUX+RüKam+LED+AHK+El.Heck,38.398 € (Brutto),5.418 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,03/2020,5,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz B 180 AMG Night+MBUX+RüKam+LED+Totwinkel+18""AMG",35.561 € (Brutto),4.000 km,1.332 cm³,100 kW (136 PS),Benzin,Automatik,-1,11/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz A 200 Lim.AMG EDITION2020 Night+MBUX+RüKam+M-LED,38.445 € (Brutto),4.000 km,1.332 cm³,120 kW (163 PS),Benzin,Automatik,-1,11/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz C 180 AMG-Line LED/RüfahrKamera/Assistenz-Pakete,38.866 € (Brutto),4.000 km,1.497 cm³,115 kW (156 PS),Benzin,Automatik,-1,10/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz A 200 AMG Night+MBUX+RüKam+LED+Totwinkel+18""AMG",36.499 € (Brutto),4.018 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz B 200 EDITION19 PROGRESSIVE Night+MBUX+RüKam+LED,34.499 € (Brutto),4.000 km,1.332 cm³,120 kW (163 PS),"Benzin, E10-geeignet",Automatik,-1,08/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz B 220 AMG MBUX+RüKam+LED+El.Heck+Smartphone+18""",36.349 € (Brutto),5.861 km,1.991 cm³,140 kW (190 PS),"Benzin, E10-geeignet",Automatik,-1,06/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,-1
Mercedes-Benz B 200 d EDITION19 PROGRESSIVE Night+MBUX+360+18,34.449 € (Brutto),8.912 km,1.950 cm³,110 kW (150 PS),Diesel,Automatik,-1,02/2020,5,4/5,Euro6,"Van / Minibus, Vorführfahrzeug",1,Unfallfrei
