carname,price,milage,hubraum,power,fuel_type,transmission,construction_year,first_registration,num_seats,num_doors,emission_class,car_type,num_owners,damage
Mercedes-Benz CLS 53 AMG 4M+ Cp.Edition1.Fahras.Wide.HuD.SHD.,85.136 € (Brutto),28.438 km,2.999 cm³,320 kW (435 PS),"Benzin, E10-geeignet",Automatik,-1,05/2019,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz E 63 AMG S 4Matic + | Driver's Pack | Garantie |,91.500 €,14.100 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,-1,01/2019,5,4/5,Euro6d-TEMP,Limousine,2,Unfallfrei
"Mercedes-Benz S 560 L 4M AMG, Panorama, Burmester, Memory, HUD",93.774 € (Brutto),9.870 km,3.982 cm³,345 kW (469 PS),"Benzin, E10-geeignet",Automatik,-1,08/2019,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz GLE 400 d 4M AMG+PANO+DISTR+AIRMATIC+7-SITZE,92.800 € (Brutto),2.999 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,10/2020,7,4/5,-1,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz AMG GT S Burmester, Night-Paket, Glasdach , DAB",89.850 €,17.510 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,03/2017,2,2/3,Euro6,Sportwagen / Coupé,-1,Unfallfrei
Mercedes-Benz S 560 e lang AMG line 4xMemory/4xSitzklima/Burme,94.308 € (Brutto),16.961 km,2.996 cm³,270 kW (367 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,02/2020,5,4/5,Euro6d,"Limousine, Vorführfahrzeug",1,-1
Mercedes-Benz GLE 350 e 4M AMG WideScreen 360° Pano Multibeam,88.500 € (Brutto),8.500 km,1.991 cm³,155 kW (211 PS),"Hybrid (Benzin/Elektro), E10-geeignet, Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6d,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLS 63 AMG 4M B&O Driversp 360° Airmat Stdhzg,87.085 € (Brutto),29.714 km,5.461 cm³,430 kW (585 PS),"Benzin, E10-geeignet",Automatik,-1,04/2018,7,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz S 600 MAYBACH *DESIGNO*VOLL*,89.990 € (Brutto),37.900 km,5.980 cm³,390 kW (530 PS),Benzin,Automatik,-1,04/2016,5,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz S 500 Cabrio 9G-TR*Exkl./AMG-Line Plus*HUD*Burm*,87.990 € (Brutto),36.895 km,4.663 cm³,335 kW (455 PS),Benzin,Automatik,-1,01/2016,4,2/3,Euro6,Cabrio / Roadster,1,Unfallfrei
Mercedes-Benz S 500 Cabrio AMG*Burmester*H-Up*designo*DAB*360°,92.317 € (Brutto),39.895 km,4.663 cm³,335 kW (455 PS),Benzin,Automatik,-1,05/2016,4,2/3,Euro6,Sportwagen / Coupé,0,-1
Mercedes-Benz GLE 400 d 4M AMG Distr HuD AIRMATIC LED Night,89.600 € (Brutto),3.000 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,2019,12/2020,5,4/5,Euro6d,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz S 560 COUPE AMG | 360 | LED | TV | BURMESTER |,94.900 € (Brutto),18.500 km,3.982 cm³,345 kW (469 PS),Benzin,Automatik,-1,09/2018,4,2/3,Euro6,Sportwagen / Coupé,-1,Unfallfrei
Mercedes-Benz AMG GT 43 4MATIC Head up SHD Distronic MultiBeam,92.390 € (Brutto),3.800 km,2.999 cm³,270 kW (367 PS),Benzin,Automatik,-1,08/2019,4,4/5,Euro6d-TEMP,Sportwagen / Coupé,1,-1
Mercedes-Benz S 500 Cabrio AMG+Sitzkl.+Burm+Distr+360+HUD+Memo,94.949 € (Brutto),18.785 km,4.663 cm³,335 kW (455 PS),Benzin,Automatik,-1,12/2017,4,2/3,Euro6,Cabrio / Roadster,1,Unfallfrei
Mercedes-Benz G 63 AMG COMAND/Standhzg./SHD/Distronic/Bi-Xenon,94.862 € (Brutto),57.429 km,5.461 cm³,420 kW (571 PS),Benzin,Automatik,2017,12/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz GLS 63 AMG 4M B&O Driversp 360° Airmat Stdhzg,89.137 € (Brutto),38.821 km,5.461 cm³,430 kW (585 PS),"Benzin, E10-geeignet",Automatik,-1,02/2019,7,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz GLC 63 S 4MATIC+ Coupe*KERAMIK*NIGHT PAKET*SOUND,94.350 € (Brutto),1.300 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,09/2020,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,-1,Unfallfrei
Mercedes-Benz GLE 400 d 4M AMG LED PANO FAHRASS. DISTRONIC,85.500 € (Brutto),8.500 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,12/2020,7,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 450 4M AMG WideScreen 360° Pano Multibeam,87.900 € (Brutto),3.000 km,2.999 cm³,270 kW (367 PS),"Benzin, E10-geeignet",Automatik,-1,12/2020,7,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 450 4M AMG WideScreen 360° Stdhzg Pano HUD,87.500 € (Brutto),8.500 km,2.999 cm³,270 kW (367 PS),Benzin,Automatik,-1,12/2020,-1,4/5,Euro6d,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLS 350 d 4M AMG WideScreen 360° Stdhzg Pano,87.900 € (Brutto),8.500 km,2.925 cm³,210 kW (286 PS),Diesel,Automatik,-1,12/2020,7,4/5,Euro6,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 450 4M AMG WideScreen 360° Stdhzg Pano HUD,86.600 € (Brutto),3.000 km,2.999 cm³,270 kW (367 PS),Benzin,Automatik,-1,12/2020,-1,4/5,Euro6d,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz GLE 450 4M AMG WideScreen 360° Stdhzg Pano HUD,85.700 € (Brutto),8.500 km,2.999 cm³,270 kW (367 PS),Benzin,Automatik,-1,12/2020,-1,4/5,Euro6d,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz S 600 L *PANORAMA*HEADUP*FOND ENTERTAINMENT*,86.990 € (Brutto),42.900 km,5.980 cm³,390 kW (530 PS),Benzin,Automatik,-1,10/2018,5,4/5,Euro6c,Limousine,1,Unfallfrei
Mercedes-Benz C 63 AMG Burmester Comand Pano.-Dach Spur-P.,86.157 € (Brutto),8.900 km,3.982 cm³,350 kW (476 PS),Benzin,Automatik,-1,12/2020,4,2/3,-1,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 63 AMG S 4M+ Keramik/Performance/Pano/Magno/20,89.880 € (Brutto),11.769 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,-1,04/2019,5,4/5,Euro6d-TEMP,Limousine,1,-1
Mercedes-Benz G -Modell Station G 63 AMG Standheizung Scheckh.,87.900 € (Brutto),36.000 km,5.461 cm³,420 kW (571 PS),Benzin,Automatik,-1,02/2016,5,4/5,Euro6,SUV / Geländewagen / Pickup,3,Unfallfrei
Mercedes-Benz E 450 4M Cab AMG+360°+MULTIB+MBUX+AIRSCARF+AIRC+,90.629 € (Brutto),4.444 km,2.999 cm³,270 kW (367 PS),Benzin,Automatik,-1,12/2020,4,2/3,Euro6d-TEMP,"Cabrio / Roadster, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz G 63 AMG | FondEntertainment | Leder Exklusiv |,85.400 €,71.700 km,5.461 cm³,400 kW (544 PS),Benzin,Automatik,-1,08/2013,5,4/5,Euro5,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz AMG GT S AMG Speedshift 7G-DCT,94.900 € (Brutto),4.500 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,07/2015,2,2/3,Euro6,Sportwagen / Coupé,-1,Unfallfrei
Mercedes-Benz E 300 de 4M AMG WideScreen 360° Pano Multibeam,87.066 € (Brutto),3.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Diesel / Elektro), Plug-in-Hybrid",Automatik,-1,12/2020,-1,4/5,Euro6,"Limousine, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz S 500 Cabrio AMG*Burmester*H-Up*designo*DAB*360°,92.317 € (Brutto),39.895 km,4.663 cm³,335 kW (455 PS),Benzin,Automatik,-1,05/2016,4,2/3,Euro6,Cabrio / Roadster,0,-1
Mercedes-Benz GT AMG Burmester/Comand/Distronic/Spur-P./LED,92.225 € (Brutto),20.143 km,3.982 cm³,350 kW (476 PS),Benzin,Automatik,-1,07/2018,2,2/3,Euro6,Sportwagen / Coupé,2,Unfallfrei
Mercedes-Benz Mercedes G 63 463 Edition,87.990 €,56.800 km,-1,420 kW (571 PS),Benzin,Automatik,-1,10/2016,-1,-1,-1,SUV / Geländewagen / Pickup,-1,-1
Mercedes-Benz G 350d AMG BLACK EDTION STANDHZ HARMAN KARDON,88.699 € (Brutto),46.300 km,2.987 cm³,180 kW (245 PS),Diesel,Automatik,-1,01/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz AMG GT Coupe*Racing-Kit*612PS*330*Performance*,87.900 €,39.900 km,3.982 cm³,450 kW (612 PS),Benzin,Automatik,-1,09/2016,2,2/3,Euro6,Sportwagen / Coupé,2,Unfallfrei
Mercedes-Benz G -Modell Station G 63 AMG,94.500 € (Brutto),22.130 km,5.461 cm³,420 kW (571 PS),Benzin,Automatik,-1,01/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,-1,Unfallfrei
Mercedes-Benz GLE 400d*AMG Line*3xTV*360*Head*Airm*Pano*7xSit,87.440 € (Brutto),11.000 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,04/2020,7,4/5,Euro6d-TEMP,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz AMG G 63 AMG DESIGNO W463 7G-TRONIC,88.900 €,42.500 km,5.461 cm³,420 kW (571 PS),Benzin,Automatik,-1,03/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,2,Unfallfrei
Mercedes-Benz GLE 400 d 4MATIC AMG+Burmester+Distronic,93.899 € (Brutto),1.500 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,11/2020,5,4/5,Euro6d,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz E 450 4MATIC Cabriolet AMG+Burmester+Distronic,87.899 € (Brutto),1.500 km,2.999 cm³,270 kW (367 PS),Benzin,Automatik,-1,11/2020,4,2/3,-1,"Cabrio / Roadster, Vorführfahrzeug",-1,Unfallfrei
Mercedes-Benz GLE 400 d 4M *AMG-Line*360°-Kamera*Night*MBUX*,88.849 € (Brutto),10.499 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,06/2020,5,4/5,-1,"SUV / Geländewagen / Pickup, Vorführfahrzeug",1,Unfallfrei
Mercedes-Benz S 560 4M L AMG Exklusiv DISTRONIC Keyless TV HuD,91.291 € (Brutto),6.775 km,3.982 cm³,345 kW (469 PS),"Benzin, E10-geeignet",Automatik,-1,11/2019,5,4/5,Euro6d-TEMP,Limousine,1,Unfallfrei
"Mercedes-Benz GLE 400d AMG-PAKET*DIST*PAN*360°BUR*HEAD*22""",89.250 € (Brutto),20 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,07/2020,5,4/5,Euro6d-TEMP,"Sportwagen / Coupé, Tageszulassung",1,Unfallfrei
Mercedes-Benz CLS 53 AMG 4M+ DISTRO MULTIBEAM WIDE AHK Sitzbel,85.136 € (Brutto),9.775 km,2.999 cm³,320 kW (435 PS),"Benzin, E10-geeignet",Automatik,-1,08/2019,5,4/5,Euro6d-TEMP,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz S 560 4MATIC Coupé AMG Line/COMAND APS/Distronic,89.950 € (Brutto),51.233 km,3.982 cm³,345 kW (469 PS),Benzin,Automatik,2017,04/2018,4,2/3,Euro6,Sportwagen / Coupé,2,Unfallfrei
Mercedes-Benz G 500 Exklusive DAB SHD WSS beheizt RF Harman®,87.900 € (Brutto),47.865 km,3.982 cm³,310 kW (421 PS),Benzin,Automatik,2017,10/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz G 350 d Designo Harman,92.148 € (Brutto),66.600 km,2.987 cm³,180 kW (245 PS),Diesel,Automatik,-1,05/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz E 53 AMG 4M Burmester Fahrassist. Pano.-Dach,88.968 € (Brutto),4.900 km,2.999 cm³,320 kW (435 PS),Benzin,Automatik,-1,12/2020,5,4/5,-1,"Limousine, Jahreswagen",1,Unfallfrei
Mercedes-Benz AMG GT S Coupe AMG Speedshift 7G-DCT Gara.11/21,86.900 €,29.854 km,3.982 cm³,375 kW (510 PS),Benzin,Automatik,-1,04/2016,2,2/3,Euro6,Sportwagen / Coupé,2,Unfallfrei
"Mercedes-Benz GLE 400 d 4M AMG, Night-P, AIRMATIC,7-Sitzer,HuD",86.800 € (Brutto),25.300 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,06/2020,7,4/5,-1,"SUV / Geländewagen / Pickup, Jahreswagen",1,Unfallfrei
Mercedes-Benz S 63 AMG 4MATIC Coupé Sitzklima/Drivers P.,94.800 € (Brutto),82.950 km,5.461 cm³,430 kW (585 PS),Benzin,Automatik,-1,09/2017,4,2/3,Euro6,Sportwagen / Coupé,1,-1
Mercedes-Benz GLE 350 de 4M Coupé AMG PANO 360 AIRM AHK MULTIB,92.689 € (Brutto),4.000 km,1.950 cm³,143 kW (194 PS),"Hybrid (Benzin/Elektro), Plug-in-Hybrid",Automatik,-1,11/2020,5,4/5,Euro6d-TEMP,"Sportwagen / Coupé, Vorführfahrzeug",1,Unfallfrei
"Mercedes-Benz AMG G 63 7G-TRONIC Exclusive Edition, 1. Hand!",91.990 € (Brutto),77.400 km,5.461 cm³,420 kW (571 PS),"Benzin, E10-geeignet",Automatik,-1,01/2018,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz G 350 d designo manufaktur Edition AMG Styling,95.000 € (Brutto),39.500 km,2.987 cm³,180 kW (245 PS),Diesel,Automatik,-1,10/2017,5,4/5,Euro6,SUV / Geländewagen / Pickup,1,-1
Mercedes-Benz SL 500 Navi Leder Glasdach LED Scheinwerfer,89.840 €,5.119 km,4.663 cm³,335 kW (455 PS),Benzin,Automatik,-1,05/2019,2,2/3,Euro6d-TEMP,Cabrio / Roadster,1,Unfallfrei
Mercedes-Benz S 63 AMG L 4Matic+ 9G-TRONIC,85.000 €,55.000 km,3.982 cm³,530 kW (721 PS),Benzin,Automatik,-1,03/2018,5,4/5,Euro6,Limousine,2,Reparierter Unfallschaden
Mercedes-Benz S 560 Coupe AMG MagicSky Swarovski Massage Sitzk,93.866 € (Brutto),6.555 km,3.982 cm³,345 kW (469 PS),"Benzin, E10-geeignet",Automatik,2018,09/2018,4,2/3,Euro6d-TEMP,Sportwagen / Coupé,1,Unfallfrei
"Mercedes-Benz Maybach S 600, Chauffeur Paket, 7.800KM!",89.990 € (Brutto),7.800 km,5.980 cm³,390 kW (530 PS),Benzin,Automatik,-1,12/2014,4,4/5,Euro6,Limousine,1,Unfallfrei
Mercedes-Benz GLE 400 Coupe d 4Matic*AMG*PANORAMA*VOLL*SOFORT*,92.820 € (Brutto),300 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,11/2020,5,4/5,Euro6d,SUV / Geländewagen / Pickup,1,Unfallfrei
Mercedes-Benz GLE 400 Coupe d 4Matic*AMG*PANORAMA*VOLL*SOFORT*,92.820 € (Brutto),3.000 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,11/2020,5,4/5,Euro6d,Sportwagen / Coupé,1,Unfallfrei
Mercedes-Benz GLE 400 Coupe d 4Matic*AMG*PANORAMA*VOLL*SOFORT*,92.820 € (Brutto),3.000 km,2.925 cm³,243 kW (330 PS),Diesel,Automatik,-1,11/2020,5,4/5,Euro6d,SUV / Geländewagen / Pickup,1,Unfallfrei
